id;name;number_of_reviews;last_review;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;reviews_per_month
34674163;LaTia;1;02/06/2019;100;10;10;10;10;10;6;1;4
34674202;FINAL DE CHAMPION LIVERPOOL VS TOTENHAM;0;01/12/1999;0;0;0;0;0;0;0;0;0
34674206;Habitación doble. FINAL CHAMPIONS LEAGUE;0;01/12/1999;0;0;0;0;0;0;0;0;0
34674883;Precioso Apartamento con excelente ubicación.;19;08/03/2020;96;10;10;10;10;9;10;0;81
34675715;Room for Champions League Final close to Wanda;0;01/12/1999;0;0;0;0;0;0;0;0;0
34676480;Piso fresco con terraza frente Madrid Rio Matadero;5;24/11/2019;100;10;10;10;10;10;10;0;22
34677096;Design & Cosy Flat next to Retiro Park;5;01/03/2020;96;10;10;10;9;9;9;0;27
34677409;Habitación conectada en metro con estadio Wanda;0;01/12/1999;0;0;0;0;0;0;0;0;0
34677502;Private Room 2 beds - 9min to Wanda Metropolitano;0;01/12/1999;0;0;0;0;0;0;0;0;0
34677711;☆ PRIVILEGED SPOT //2 BDRM - 2 BATH - ✔AC & WiFi;17;13/03/2021;98;10;10;10;10;10;10;0;78
34677908;habitación doble con baño privado y desayuno! :);0;01/12/1999;0;0;0;0;0;0;0;1;0
34678118;PRIVATE ROOM  CHAMPION LEAGUE - WANDA METROPOLITAN;0;01/12/1999;0;0;0;0;0;0;0;1;0
34678461;NICE AND CENTRAL ROOM IN FUENCARRAL STREET;0;01/12/1999;0;0;0;0;0;0;0;1;0
34678851;2 Rooms to Rent in a Beautiful Area;0;01/12/1999;0;0;0;0;0;0;0;1;0
34679322;Perfect Location for Champions Final;0;01/12/1999;0;0;0;0;0;0;0;1;0
34679977;Apartamento Feria Madrid IFEMA, Aeropuerto, Wanda;38;01/04/2021;89;9;9;10;10;9;9;0;166
34680215;Wanda metropolitano Room;0;01/12/1999;0;0;0;0;0;0;0;1;0
34680955;Nice double room with terrace and tv;0;01/12/1999;0;0;0;0;0;0;0;1;0
34681185;Charming 1 bed apartment in Central Madrid;0;01/12/1999;0;0;0;0;0;0;0;0;0
34682940;Apartment Champions League Final;0;01/12/1999;0;0;0;0;0;0;0;1;0
34683362;CÉNTRO 24h/check in dúplex 30m 1Dor. Parking libre;58;08/04/2021;96;10;10;10;10;10;9;1;254
34683464;LOFT WANDA METROPOLITANO;32;08/03/2020;99;10;10;10;10;9;10;1;142
34683545;Champions League- Apartment near Santiago Bernabeu;0;01/12/1999;0;0;0;0;0;0;0;1;0
34684158;MUY CÉNTRICO  Luminoso y bien comunicado;0;01/12/1999;0;0;0;0;0;0;0;1;0
34686390;FINAL FUTBOL CHAMPIONS LEAGE 2019;0;01/12/1999;0;0;0;0;0;0;0;1;0
34686802;BIEN UBICADA Y ACOGEDORA.  Espera por ti !;4;26/06/2019;100;10;10;10;10;10;10;1;18
34692279;Apartamento en el centro de Madrid interior.;2;29/02/2020;70;6;5;8;7;10;8;0;9
34692471;APARTAMENTO CON AIRE ACONDICIONADO DISEÑO MODERNO;20;03/10/2019;95;10;9;10;10;10;10;1;88
34694659;Final de la Champions;0;01/12/1999;0;0;0;0;0;0;0;1;0
34695186;Private room with breakfast close to Wanda Stadium;0;01/12/1999;0;0;0;0;0;0;0;0;0
34695279;Private Apartment 2 bedroom - 9min to Wanda Metro;0;01/12/1999;0;0;0;0;0;0;0;0;0
34695817;Room Champ L Final. 4 subway stations.;0;01/12/1999;0;0;0;0;0;0;0;1;0
34696102;Final Champions League;0;01/12/1999;0;0;0;0;0;0;0;0;0
34697041;Campeones;2;16/06/2019;100;10;9;10;10;10;10;1;9
34697245;Nice apartment for 10 -MADRID- 110 m2;31;16/03/2020;90;9;9;9;9;9;9;0;138
34697332;Final de la champion 2019;0;01/12/1999;0;0;0;0;0;0;0;1;0
34697362;Habitación cerca de Madrid Rio, Matadero.;2;10/02/2020;100;8;7;10;10;10;10;1;13
34697388;CALLE MAYOR Studio (1BR);13;08/03/2020;97;10;10;10;10;10;9;1;63
34697419;Reformado piso céntrico perfecto para familias!;2;03/11/2019;90;9;9;10;10;8;7;0;9
34698006;Piso en una de las mejores zona de Madrid;0;01/12/1999;0;0;0;0;0;0;0;1;0
34698251;Cozy & new apartment 10 min by car from Wanda;1;02/06/2019;80;10;8;10;10;10;4;0;4
34699963;Apartamento junto al WANDA Metropolitano;0;01/12/1999;0;0;0;0;0;0;0;1;0
34701536;Modern Flat with Incredible Views in Madrid Center;1;24/06/2019;0;0;0;0;0;0;0;1;5
34701681;Special for the Champions League Final;0;01/12/1999;0;0;0;0;0;0;0;0;0
34701803;Light and spacious double room near the centre;1;16/05/2019;0;0;0;0;0;0;0;1;4
34702469;habitación privada en abrantes;0;01/12/1999;0;0;0;0;0;0;0;0;0
34705190;Casa en Madrid;0;01/12/1999;0;0;0;0;0;0;0;1;0
34705197;Apartamento con vistas al Retiro;3;17/03/2020;100;10;10;10;10;10;10;0;16
34705662;Acogedor Estudio  Twin 2 adultos 307;17;07/03/2021;93;10;9;10;9;10;9;1;19
34705800;Apartment Madrid;0;01/12/1999;0;0;0;0;0;0;0;1;0
34706476;Habitación tranquila cerca de Aeropuerto e Ifema;2;28/05/2019;100;10;10;10;10;10;10;1;9
34706542;Habitación con baño privado en el centro de Madrid;73;13/03/2020;98;10;10;10;10;10;10;1;317
34706751;Habitación luminosa;0;01/12/1999;0;0;0;0;0;0;0;1;0
34707071;Plaza Santa Ana, 1 BR, 50  sq.m, 4 people, 1G;41;18/12/2020;88;9;9;10;10;10;9;1;188
34707555;YOUR EXPERIENCE in Madrid. DESIGN. 2 BDR. AC/WiFi;10;28/02/2021;96;10;10;10;10;10;9;0;47
34707598;Habitaciones para la final de la Champions;0;01/12/1999;0;0;0;0;0;0;0;1;0
34707862;Diseño y confort en un moderno apartamento junto al Bernabéu;9;02/02/2020;100;10;10;10;10;10;9;0;39
34707916;Habitación suite con baño privado para 1 o 2 pers;0;01/12/1999;0;0;0;0;0;0;0;0;0
34708113;Comfy room in Madrid city center;1;02/06/2019;80;10;10;10;10;10;6;0;4
34709398;Amazing apartment in Madrid City, Puerta del Sol;0;01/12/1999;0;0;0;0;0;0;0;1;0
34710705;Private room 2 beds, room in the center of Madrid;1;02/06/2019;100;10;10;10;10;10;4;0;4
34711198;Pradera San Isidro 2;0;01/12/1999;0;0;0;0;0;0;0;0;0
34711592;Olala Go Madrid Apartment Bajos A;14;31/01/2021;91;10;10;9;10;8;9;1;64
34712321;Confortable bed in a private room - City center;0;01/12/1999;0;0;0;0;0;0;0;0;0
34713449;AIRPORT IFEMA WANDA METROPOLITANO PLENILUNIO WIFI;74;08/04/2021;95;10;10;10;10;10;9;1;321
34713829;Final de la Champions League;1;16/05/2019;0;0;0;0;0;0;0;1;4
34714322;CHAMPIONS APARTAMENT - PLENO CENTRO !;0;01/12/1999;0;0;0;0;0;0;0;1;0
34715768;Habitación en Madrid Centro;0;01/12/1999;0;0;0;0;0;0;0;0;0
34716137;SPACIOUS CENTRIC ROOM FOR CHAMPIONS LEAGUE FINAL;0;01/12/1999;0;0;0;0;0;0;0;1;0
34716353;Habitación en Madrid Centro;0;01/12/1999;0;0;0;0;0;0;0;0;0
34716515;Habitación con baño en zona residencial tranquila;1;01/06/2019;100;10;10;10;10;8;10;0;4
34716848;Nice apartment in Madrid city center;1;02/06/2019;80;10;10;10;10;10;6;1;4
34716936;Nice loft duplex with garden 5’to the metro;1;16/09/2019;0;0;0;0;0;0;0;0;5
34717928;Final Champions,  double room;0;01/12/1999;0;0;0;0;0;0;0;1;0
34720082;Final champions habitación doble;0;01/12/1999;0;0;0;0;0;0;0;1;0
34725485;Trendy & Charming Apt BEST LOCATION;17;08/03/2020;89;9;9;9;9;9;9;1;74
34727099;"Habitación cama de matrimonio;coqueto apartamento";1;29/08/2019;0;0;0;0;0;0;0;1;5
34729177;CHAMPIONS LEAGUE 2019 STADIUN WANDA METROPOLITANO;0;01/12/1999;0;0;0;0;0;0;0;1;0
34729793;Final de la Champions League;1;16/05/2019;0;0;0;0;0;0;0;1;4
34730250;Loft en Madrid;0;01/12/1999;0;0;0;0;0;0;0;0;0
34731046;Luxury appartment in Madrid Chueca;0;01/12/1999;0;0;0;0;0;0;0;0;0
34731088;Madrid Centro Puerta del Sol Apartamento;12;31/12/2019;95;10;10;10;10;10;9;1;52
34731205;Viva la Alegria;17;13/03/2020;98;10;10;10;10;10;10;1;101
34731469;CHAMPIONS LEAGUE EXCLUSIVE APARTMENT. GYM, POOL.;0;01/12/1999;0;0;0;0;0;0;0;1;0
34732165;Champions L! Double room close to stadium & center;0;01/12/1999;0;0;0;0;0;0;0;1;0
34732572;Acogedor Estudio 2 adultos 110;42;14/03/2021;80;9;8;9;9;9;8;1;196
34732888;Cozy and bright flat in Madrid very well located.;0;01/12/1999;0;0;0;0;0;0;0;0;0
34732993;Malasaña Renewed Apartment;0;01/12/1999;0;0;0;0;0;0;0;1;0
34733021;Beautifull apartment in La Latina;3;03/01/2020;93;10;9;10;10;10;9;1;13
34733821;AMAZING & COMFORTABLE ROOM SPECIAL FOR CHAMPIONS;0;01/12/1999;0;0;0;0;0;0;0;1;0
34733912;Tu Hogar de Ensueño en el Centro de Madrid;26;28/02/2020;90;10;10;10;10;10;9;0;111
34734214;Modern double room near Wanda Metropolitano;1;02/06/2019;100;10;10;10;10;10;10;1;4
34737025;Luxury Double for Champions, Private bathrm;1;02/06/2019;100;10;10;10;10;10;6;0;4
34737539;Habitación en Tres Olivos;2;09/04/2021;100;10;10;10;10;10;10;0;20
34737567;Piso  Champion league ven y Disfruta;0;01/12/1999;0;0;0;0;0;0;0;1;0
34737688;Habitación luminosa y amplia para 2;29;10/04/2021;97;10;9;10;10;10;10;0;126
34737871;Madrid the best house final champions 3 rooms;0;01/12/1999;0;0;0;0;0;0;0;1;0
34738146;Habitación Suite (baño privado );3;03/11/2019;100;10;10;10;10;10;10;0;16
34738557;AYALA LOFT;2;28/06/2019;100;10;10;10;10;10;10;0;9
34738662;Estudio en el centro de Madrid muy cómodo;1;02/06/2019;100;10;10;10;10;10;10;1;4
34738867;Habitación Madrid Centro;3;20/10/2019;87;9;9;9;9;9;9;0;13
34740835;2 BEDROOMS, 3 BEDS NEAR SANTIAGO BERNABEU;0;01/12/1999;0;0;0;0;0;0;0;1;0
34741388;Twin room, well located for the Champions League!;0;01/12/1999;0;0;0;0;0;0;0;0;0
34742371;Champions League Final - Las Rosas;0;01/12/1999;0;0;0;0;0;0;0;1;0
34742559;habitación Madrid;1;02/06/2019;100;10;10;10;10;8;10;1;4
34743812;Salamanca neighborhood double room with gym 401;11;07/10/2019;85;9;9;9;8;10;9;1;52
34744215;Oasis in Madrid Centro - ÓPERA - PALACIO REAL;8;16/03/2020;100;10;10;9;10;10;10;0;48
34744621;CERCA A IFEMA, WANDA Y AEROPUERTO Habitación 2pax;0;01/12/1999;0;0;0;0;0;0;0;0;0
34744751;Habitación privada cerca del wanda metropolitano;0;01/12/1999;0;0;0;0;0;0;0;0;0
34745147;King size bedroom in the center;0;01/12/1999;0;0;0;0;0;0;0;0;0
34745318;Apartamento entero 2 Dor , 5 huéspedes;6;14/07/2019;96;10;10;10;10;10;10;1;27
34746160;PENTHOUSE STUDIO -  ATOCHA SKI;39;28/02/2021;87;9;9;9;9;10;8;1;169
34746209;habitacion cerca de atocha(centro);3;10/02/2020;93;10;10;10;10;9;8;0;19
34747160;Escapada a Madrid !;0;01/12/1999;0;0;0;0;0;0;0;1;0
34747265;Magnífica habitación privada en Chamartín II;3;07/02/2021;100;10;10;10;10;10;10;0;42
34747673;CHAMPIONS LEAGUE: ESTUPENDO APARTAMENTO;0;01/12/1999;0;0;0;0;0;0;0;1;0
34748569;FULL APARTMENT CHAMPIONS LEAGUE FINAL + TRANSFER!!;1;02/06/2019;60;4;4;8;10;8;2;1;4
34749030;Cómoda habitación en Ciudad de los Ángeles;4;30/01/2020;100;10;10;10;10;10;10;0;17
34749835;Big room in perfect location;6;27/07/2019;84;9;8;8;10;10;9;1;26
34749952;Modern Apartment - 1 bedroom;1;01/06/2019;80;10;8;10;10;10;8;0;4
34750695;Champions league day;1;22/05/2019;0;0;0;0;0;0;0;1;4
34751158;Mayrit Suite - Unique apartment in downtown!;115;29/03/2021;98;10;10;10;10;10;10;1;499
34751190;Moderno y confortable, 80 m2 en Barrio Salamanca;9;01/03/2020;96;10;10;10;10;10;10;0;42
34751430;Habitación doble baño compartido cerca de Atocha;47;28/03/2021;81;8;9;9;9;7;8;1;208
34751544;Hab. doble Baño Privado cerca de Atocha;145;14/03/2021;89;10;9;10;10;9;9;1;631
34751576;PRIVATE ROOM WITH PRIVATE BATHROOM;0;01/12/1999;0;0;0;0;0;0;0;0;0
34753122;Rooms for the UEFA Champions League;0;01/12/1999;0;0;0;0;0;0;0;1;0
34759185;Acogedor apartamento en el centro de Madrid;0;01/12/1999;0;0;0;0;0;0;0;1;0
34759482;Habitación en urbanización de lujo en Arturo Soria;1;20/10/2019;100;10;10;10;10;10;10;0;6
34762708;Alquiler habitación individual Madrid centro;0;01/12/1999;0;0;0;0;0;0;0;1;0
34763904;Luxurious apartment in front of the Retiro park;23;30/03/2021;98;10;9;10;10;10;9;1;101
34764120;Stylish and Refurbished - 3B 1BT - Lavapies;20;21/03/2021;91;10;10;10;10;9;9;0;87
34764251;Apartamento moderno  bién  comunicado;3;23/02/2020;67;5;5;7;9;6;7;0;2
34765343;Habitación con baño privado en barrio Salamanca;0;01/12/1999;0;0;0;0;0;0;0;0;0
34766007;Estudio en Atocha Renfe;1;24/09/2019;0;0;0;0;0;0;0;0;5
34766235;Cozy and centrical room ¡Hola Madrid!;30;11/03/2020;96;10;10;10;10;10;10;0;131
34766382;MAGNÍFICO PISO FINAL CHAMPIONS LIGUE. WIFI.;0;01/12/1999;0;0;0;0;0;0;0;1;0
34766438;Luminous NEW APARTMENT - 2 Rooms;0;01/12/1999;0;0;0;0;0;0;0;1;0
34767374;Habitación privada con baño propio;20;29/02/2020;98;10;10;10;10;9;10;0;91
34768278;WANDA;0;01/12/1999;0;0;0;0;0;0;0;1;0
34768515;a 8 minutos de IFEMA  y aeropuerto .Superconfort.;4;02/01/2021;90;9;10;10;10;10;9;0;22
34768648;Aparment for 3 people;0;01/12/1999;0;0;0;0;0;0;0;0;0
34768663;Apartamento ideal  champions league;0;01/12/1999;0;0;0;0;0;0;0;1;0
34769560;Habitación con excelente comunicación;0;01/12/1999;0;0;0;0;0;0;0;1;0
34770008;Flat madrid cortes, 2G , 1 hab 50 sq.m, 4 people;38;30/11/2020;87;9;9;9;9;10;9;1;187
34770100;NICE APARTMENT FOR 6 IN HEART OF MADRID;1;17/05/2019;0;0;0;0;0;0;0;1;4
34770768;Habitación +Transfer;0;01/12/1999;0;0;0;0;0;0;0;1;0
34770910;ALQUILO MI ESTUDIO EN PLENO CENTRO DE MADRID;0;01/12/1999;0;0;0;0;0;0;0;0;0
34771105;P&E Apartment;0;01/12/1999;0;0;0;0;0;0;0;0;0
34771835;Private Room in the heart of Madrid;6;28/07/2019;93;10;10;9;10;10;10;0;27
34772870;David's Home: 15 min to Wanda stadium;0;01/12/1999;0;0;0;0;0;0;0;0;0
34773226;FULL APARTMENT  CHAMPIONS LEAGUE FINAL + TRANSFER;1;02/06/2019;100;10;10;10;10;8;10;1;4
34773899;Apartamento a estrenar a pasos de la Plaza Mayor;0;01/12/1999;0;0;0;0;0;0;0;0;0
34774177;bonita habitación en piso muy acogedor;3;23/02/2020;100;10;10;10;10;10;10;0;17
34774390;FANTASTIC APARTMENT, NEWLY RENOVATED;6;23/10/2019;96;10;10;8;9;8;9;0;26
34774662;Room for Champions League final in Madrid;0;01/12/1999;0;0;0;0;0;0;0;1;0
34775860;Final Champions League Wanda Madrid'19;0;01/12/1999;0;0;0;0;0;0;0;0;0
34777058;Nuevo de lujo en Puerta del Sol, 5* II  3 WC;20;23/02/2020;96;10;10;10;10;10;10;0;89
34778192;2 Private Queen Rooms - CHUECA, Heart of madrid;1;02/06/2019;100;10;6;10;10;10;6;0;4
34778646;Private and quiet Guest House;24;02/04/2021;92;10;10;10;10;9;9;0;108
34778949;Alojamiento en centro de madrid.;3;27/06/2019;93;10;10;9;9;9;9;1;13
34778984;Final de la Champions League;0;01/12/1999;0;0;0;0;0;0;0;1;0
34779054;Precioso apartamento;12;01/03/2020;97;10;10;10;10;10;10;0;64
34779398;Final de la Champions League;0;01/12/1999;0;0;0;0;0;0;0;1;0
34780442;Nice room in the heart of Madrid, la Latina;12;09/03/2020;95;10;9;10;10;10;9;0;53
34781379;DOUBLE ROOM - Champions final, near Wanda+TRANSFER;1;02/06/2019;100;10;10;10;10;10;6;1;4
34781453;Apartamento en pleno centro de Madrid;1;03/06/2019;100;10;10;10;10;10;10;0;4
34781860;COZY APARTMENT FOR THE CHAMPIONS LEAGUE;0;01/12/1999;0;0;0;0;0;0;0;0;0
34782141;Cozy & Central apartment in Madrid;8;10/03/2021;88;10;8;10;10;10;9;1;57
34782163;Hermoso apartamento en Madrid;0;01/12/1999;0;0;0;0;0;0;0;1;0
34783049;Lux Two rooms apartment at chamberi;0;01/12/1999;0;0;0;0;0;0;0;1;0
34783777;BIG AND CENTRAL ROOM IN FUENCARRAL STREET;0;01/12/1999;0;0;0;0;0;0;0;1;0
34784274;Nice double bedroom in the city center of Madrid;0;01/12/1999;0;0;0;0;0;0;0;0;0
34784736;Descansa en un ambiente tranquilo familiar;17;30/01/2021;89;9;9;9;9;9;9;1;73
34784755;Habitación doble para dos personas con terraza.;0;01/12/1999;0;0;0;0;0;0;0;0;0
34784845;Twin bedroom in the city centre.;0;01/12/1999;0;0;0;0;0;0;0;0;0
34791070;Room for 2 with private bath for Champions League;0;01/12/1999;0;0;0;0;0;0;0;1;0
34792259;Espectacular apartamento en pleno barrio Salamanca;0;01/12/1999;0;0;0;0;0;0;0;0;0
34792915;CoV19 Free Sunny Cozy Apt. Historic District - Sol;124;01/04/2021;95;10;10;10;10;10;9;1;545
34796669;Bedrooms close to Wanda Metropolitano;0;01/12/1999;0;0;0;0;0;0;0;1;0
34797395;Couple Bedroom close to Wanda Metropolitano;0;01/12/1999;0;0;0;0;0;0;0;1;0
34798258;Chalet genial WANDA UEFA Champions League Final;0;01/12/1999;0;0;0;0;0;0;0;1;0
34798302;Room near the center of Madrid!!;0;01/12/1999;0;0;0;0;0;0;0;0;0
34798607;Best location 15 min to center and 15 m to airport;18;12/03/2020;94;10;10;10;10;10;9;0;96
34800112;City Center Champions League Final;0;01/12/1999;0;0;0;0;0;0;0;0;0
34800115;Piso en Madrid rio. Madrid. Avenida del Manzanares;0;01/12/1999;0;0;0;0;0;0;0;1;0
34800354;ALGUILO HABITACION - Orgullo/19 - Solo chicas (2);0;01/12/1999;0;0;0;0;0;0;0;1;0
34801438;Appartment well connected to Wanda Stadium;0;01/12/1999;0;0;0;0;0;0;0;0;0
34802788;UCL. Close to Wanda metropolitano and airport;0;01/12/1999;0;0;0;0;0;0;0;0;0
34804056;Splendid Apartment in the best area of Madrid;0;01/12/1999;0;0;0;0;0;0;0;1;0
34804179;Single room Atocha (Madrid Central St);4;08/12/2019;100;10;10;10;10;10;10;0;18
34804386;Champions.Estudio 38m`.Plaza Castilla.;0;01/12/1999;0;0;0;0;0;0;0;1;0
34804578;Habitación a 20 mins del estadio wanda metropolita;0;01/12/1999;0;0;0;0;0;0;0;1;0
34804677;Bedroom to Champions League  final near  Wanda;1;02/06/2019;100;10;10;10;10;10;10;0;4
34804715;Comfortable 1BR/1BA apartment in Chueca;8;03/02/2020;95;10;10;10;10;10;10;1;35
34804759;Alquilo habitación;0;01/12/1999;0;0;0;0;0;0;0;1;0
34804979;10 minutes walking to Wanda Metropolitano Stadium.;0;01/12/1999;0;0;0;0;0;0;0;0;0
34805121;Habitación Madrid Narvaez;0;01/12/1999;0;0;0;0;0;0;0;0;0
34805315;FOR RENT ROOMS FINAL CHAMPIONS LEAGUE 1 OF JUNE.;0;01/12/1999;0;0;0;0;0;0;0;1;0
34805950;Wanda Tampico;0;01/12/1999;0;0;0;0;0;0;0;1;0
34806169;Cozy room;14;01/03/2020;98;10;9;10;10;9;9;0;71
34806436;Clean and practical room;13;23/02/2020;97;10;10;10;10;9;10;0;66
34806811;Piso  finde Champions 1.200 eur  a 3 km Wanda;0;01/12/1999;0;0;0;0;0;0;0;1;0
34807229;APARTAMENTO CON ENCANTO  EN SOL - MADRID #A;9;07/03/2021;98;10;10;10;10;10;10;1;47
34808240;Comfortable room near to Madrid Center- Nice View!;8;24/03/2021;100;10;10;10;10;10;10;1;35
34808364;Final Champions  Pizarro;0;01/12/1999;0;0;0;0;0;0;0;1;0
34808705;Cerca a las canchas de sanfermin;1;30/05/2019;0;0;0;0;0;0;0;0;4
34808722;CITY CENTER GRAN VÍA APARTMENT 1;0;01/12/1999;0;0;0;0;0;0;0;0;0
34809829;Apartamento FINAL CHAMPIONS  WANDA METROPOLITANO.;1;06/01/2020;100;10;10;10;10;10;10;0;6
34810084;Double bedroom & private bathroom in city centre;0;01/12/1999;0;0;0;0;0;0;0;0;0
34810158;Private apartment in central Madrid;0;01/12/1999;0;0;0;0;0;0;0;1;0
34810205;Ideal visitar Madrid;6;09/12/2019;93;10;10;10;10;9;9;1;26
34810971;Accommodation Madrid Champions League Final 2019;0;01/12/1999;0;0;0;0;0;0;0;1;0
34811052;Habitaciones en Barrio de las Letras;0;01/12/1999;0;0;0;0;0;0;0;1;0
34811119;Champions League FULL Apartment with Terrace;0;01/12/1999;0;0;0;0;0;0;0;1;0
34811354;Central queen room with breakfast & private bath;1;03/06/2019;100;10;10;10;10;10;10;0;4
34811705;Perfect Room near the city center CHAMPIONS FINAL;0;01/12/1999;0;0;0;0;0;0;0;1;0
34812107;Apartamento en Madrid Centro, la mejor ubicación!;50;17/02/2021;97;10;10;10;10;10;9;1;22
34812467;Habitacion a 2 minutos del Estadio Final Champion;0;01/12/1999;0;0;0;0;0;0;0;1;0
34812755;Habitación cerca Wanda y Aeropuerto Barajas;0;01/12/1999;0;0;0;0;0;0;0;0;0
34813045;Precioso Ático luminoso en el corazón de Lavapiés;0;01/12/1999;0;0;0;0;0;0;0;1;0
34813059;Private room for Orgullo in Chueca;2;02/06/2019;90;10;10;10;10;10;7;1;9
34813103;Habitación  privada Barrio Salamanca;0;01/12/1999;0;0;0;0;0;0;0;1;0
34813213;Piso 2 dorm. Madrid Rio. 9° planta. Con Netflix.;8;26/01/2020;98;10;10;10;10;10;9;0;35
34813379;Cozy apartment near the Wanda Stadium;0;01/12/1999;0;0;0;0;0;0;0;0;0
34813568;2 Champions Bed;0;01/12/1999;0;0;0;0;0;0;0;0;0
34813607;Ático Duplex con terraza y parking, Madrid;15;17/08/2020;97;10;9;10;10;9;10;0;64
34813683;Habitación  privada  Barrio Salamanca;0;01/12/1999;0;0;0;0;0;0;0;0;0
34814278;Hermoso Piso, Zona Chamberi;0;01/12/1999;0;0;0;0;0;0;0;0;0
34814968;Loft Duplex Original con Jardín;12;18/09/2020;97;10;10;10;10;10;9;0;54
34815181;Alquiler habitación en Juan Duque;0;01/12/1999;0;0;0;0;0;0;0;1;0
34815742;Cool apartment refurbished with two rooms!!;41;13/02/2020;96;10;10;10;10;10;10;0;178
34815885;Habitación doble terraza;5;09/12/2019;92;10;9;10;10;8;9;1;22
34815926;Piso amplio y a estrenar a 1 parada de Atocha;14;24/01/2021;97;9;10;10;10;9;10;0;73
34816749;Twin bedroom in a luxury private villa in Madrid;0;01/12/1999;0;0;0;0;0;0;0;0;0
34817797;CHAMPIONS LEAGUE Double Room in the city center;1;01/06/2019;40;6;6;10;10;8;2;1;4
34821495;Lujoso apartamento con vistas - localización top;3;11/08/2019;100;10;10;10;10;10;10;0;13
34823250;Apartamento en pleno corazón de Madrid;2;15/07/2020;90;10;9;10;10;10;10;0;9
34823431;CHAMPIONS LEAGUE FINAL - MAY 31 - JUN 2;0;01/12/1999;0;0;0;0;0;0;0;1;0
34823578;Uefa  champios league Weekend and more days;0;01/12/1999;0;0;0;0;0;0;0;1;0
34824402;Private Room - Final Champions stadium Wanda;0;01/12/1999;0;0;0;0;0;0;0;1;0
34824879;Céntrico apartamento en Madrid;8;27/09/2020;75;9;6;9;9;10;7;1;54
34825565;Excelente oportunidad en el centro de Madrid;17;24/02/2020;94;10;9;10;10;10;10;1;74
34825572;Central apartment in Madrid;9;24/10/2019;93;10;9;10;10;10;10;0;4
34825950;Habitación a 10 minutos dl Wanda;0;01/12/1999;0;0;0;0;0;0;0;0;0
34826607;Habitacion privada;0;01/12/1999;0;0;0;0;0;0;0;1;0
34826923;Vcciones en madrid;0;01/12/1999;0;0;0;0;0;0;0;0;0
34826962;Pozos rooms;0;01/12/1999;0;0;0;0;0;0;0;1;0
34827304;NUEVO APARTAMENTO MADRILEÑO;21;05/03/2020;90;9;9;10;10;9;9;0;92
34829504;Piso para 4 a10miutos de wanda partido champions;0;01/12/1999;0;0;0;0;0;0;0;1;0
34831308;Amazing Penthouse;0;01/12/1999;0;0;0;0;0;0;0;1;0
34831931;VILLA VISO;1;30/09/2019;100;10;10;10;10;10;10;0;5
34832363;2beedroom apartment close 2 Wanda stadium& airport;0;01/12/1999;0;0;0;0;0;0;0;1;0
34833275;Home sweet home;7;15/03/2020;94;9;10;9;10;9;9;0;32
34833756;Wanda Champions Final;0;01/12/1999;0;0;0;0;0;0;0;1;0
34834250;Wanda Metropolitano Atocha 2 bedroom.;0;01/12/1999;0;0;0;0;0;0;0;0;0
34834298;Spacious room Madrid city center;0;01/12/1999;0;0;0;0;0;0;0;0;0
34834376;Habitación  con cama doble;3;29/09/2019;93;10;9;9;10;9;9;0;13
34834615;Room near Santiago Bernabéu;5;15/02/2020;96;10;9;10;10;10;9;0;24
34834693;Cozy flat to enjoy champions;0;01/12/1999;0;0;0;0;0;0;0;0;0
34834728;Cozy romm to enjoy champions;0;01/12/1999;0;0;0;0;0;0;0;1;0
34835556;Habitación individual para Champion 1 junio 2019;0;01/12/1999;0;0;0;0;0;0;0;0;0
34835986;Apartment in the center;0;01/12/1999;0;0;0;0;0;0;0;0;0
34836061;Magnífica habitación doble con baño privado;0;01/12/1999;0;0;0;0;0;0;0;0;0
34836238;ALQUILER ÁTICO, CHAMPIONS, A 10min  DEL WANDA.;0;01/12/1999;0;0;0;0;0;0;0;0;0
34836774;Piso 2 habitaciones de diseño en Puerta de Alcalá;0;01/12/1999;0;0;0;0;0;0;0;1;0
34836873;PISO RECIÉN REFORMADO DE 5 DORMITORIOS EN MADRID;3;06/10/2019;80;9;6;10;10;9;7;0;14
34836918;Single room w/private bathroom. IFEMA;4;24/10/2019;100;10;10;10;10;9;10;0;18
34837710;Gran terraza a 15 minutos de la plaza mayor;2;07/06/2019;100;10;10;10;10;10;10;1;9
34837964;Big room in La Latina;10;26/09/2019;90;9;9;9;9;9;9;0;46
34837987;WANDA habitación doble;1;02/06/2019;100;10;8;10;10;10;6;0;4
34838238;Habitación soleada y confortable;11;02/01/2020;95;9;9;9;9;9;9;1;48
34838451;Champions bedroom. Transport to stadium include.;0;01/12/1999;0;0;0;0;0;0;0;1;0
34839713;Loft room with balconies 2min from Plaza Mayor;0;01/12/1999;0;0;0;0;0;0;0;0;0
34839756;Habitacion doble,bien comunicada, 5 paradas de sol;11;09/12/2019;98;10;10;10;10;8;10;0;48
34839817;Madrid City Center - fantastic flat in LA LATINA!;44;25/02/2020;93;10;10;10;10;10;9;0;193
34848605;Nice 2-Bedroom Penthouse in the Centre;0;01/12/1999;0;0;0;0;0;0;0;0;0
34848772;Apartamento a estrenar en plena Puerta del Sol.;22;01/03/2020;96;10;10;10;10;10;9;1;97
