name,latitude,longitude
Cosy- Bright- spacious room,40.37465,-3.76786
Stylish and functional apartment in Palacio-Latina,40.40801,-3.71356
¡Habitación con ubicación increíble!,40.43601,-3.67469
Habitación double y single muy cerca del centro,40.39683,-3.65802
Centro de Madrid,40.41049,-3.72142
Habitación cómoda y privada,40.38831,-3.64819
Piso zona retiro cerca de atocha pegado a metro,40.40618,-3.67949
Luminosa habitación en el Barrio de Las Letras,40.41117,-3.69483
hospédate bien!,40.46881,-3.68626
Modern- 2-bedroom and terrace- Reina Sofía- AC,40.41091,-3.69714
L - Pleno Centro / LOW COST / CITY CENTRE.,40.41858,-3.70291
PRIVATE DOUBLE BEDROOM (EN-SUITE BATHROOM),40.39,-3.72378
Loft 3 Madrid Centro con Parking,40.4227,-3.70799
CIELO 1,40.43423,-3.65173
Apartamentos Duque Martinez Izquierdo.,40.43599,-3.6607
Ever House - ALCALA CIELO 2 ROOFTOP,40.43273,-3.65321
*Las Letras*A Estrenar BUENA*VIDA Style.-170 mts-,40.41402,-3.6958
Quiet room in Lavapies just 8 walking min from Sol,40.41075,-3.69927
Fuencarral 10,40.42195,-3.70054
Double room Plaza Elíptica,40.38473,-3.71507
Piso de 4 hab. solo 1 huésped por hab. Wifi. H1,40.39007,-3.73524
Queremos que tengas una estancia maravillosa!!!,40.37378,-3.73278
Polli Room,40.41219,-3.72021
Apartment of 85 m2 next to the RETIRO -6PAX-WIFI,40.41745,-3.67579
Big double room- in Malasaña- near Sol and Chueca,40.42616,-3.70079
Opera Plaza - Madflats Collection,40.42061,-3.70824
Habitación en apartamento con Terraza en Delicias!,40.39729,-3.69595
Habitación en el barrio de Tetuán,40.46186,-3.70754
Habitación doble,40.43409,-3.62502
Semana LGTB friendly 400€ por noche-,40.41131,-3.7310
SE ALQUILA ESTUDIO EN LAVAPIES,40.4074,-3.70237
Bright apartment in the center of Madrid,40.4218,-3.70421
cueva apartamento en puerta del sol,40.41467,-3.70307
Casa acogedora - habitación privada Cama amplia ??,40.39199,-3.6402
Homey bedroom close to Nuevos Ministerios,40.43869,-3.69663
Cozy apartment  in Madrid center,40.42446,-3.70498
Habitación con terraza privada en Retiro.,40.40878,-3.67703
HABITACIÓN PRIVADA A UNA PERSONA Z.BIEN COMUICADA,40.38456,-3.74325
Habitación Individual Wanda Metropolitano/IFEMA,40.43679,-3.61506
Piso en Lavapiés. Ático con vistas únicas.,40.4093,-3.70747
Montesa,40.42834,-3.67332
Apto. a 6 paradas de Sol para parejas +2,40.3803,-3.71343
Apartamento calle Fuencarral B. Madrid,40.42451,-3.70078
Lovely 2 bedroom apartment in Madrid,40.44458,-3.68071
Apartamento de diseño en pleno centro de Chueca,40.42175,-3.69624
Madrid Alcalá,40.41765,-3.69561
Enjoy a few days in Madrid!,40.47077,-3.70115
Piso de 4 hab. solo 1 huésped por hab. Wifi. H2,40.3893,-3.73547
Habitación con cama de matrimonio para 1 o 2 pers.,40.3531,-3.68068
Piso de 4 hab. solo 1 huésped por hab. Wifi. H4,40.38793,-3.73639
Piso de 4 hab. solo 1 huésped por hab. Balcón. H3,40.3887,-3.73782
Apartamento Atocha,40.39537,-3.69675
Original loft in Lavapiés,40.41194,-3.70186
Habitación doble junto Wanda Metropolitano/IFEMA,40.43207,-3.62518
Retiro.,40.41642,-3.67569
Luminosa Habitación Doble a 2min Metro Lavapiés,40.41027,-3.70124
?STAYCATION? Salamanca - Exclusivo- Moderno Diseño,40.42451,-3.6748
Habitacion disponible en el pleno centro  Malasaña,40.42538,-3.70505
Apartamento compartido cercano  centro  Madrid,40.39726,-3.77253
Apt. CONCEPCIÓN JERÓNIMA (SOL) perfect 4 FAMILIES,40.41401,-3.70512
Habitación individual  muy limpia. Solo Mujeres,40.43534,-3.71657
Room Los balcones del Golf,40.48956,-3.72783
Moderno duplex recién reformado - García Luna,40.44728,-3.67358
Moderno apartamento de 2 dormitorios- Av. América,40.44083,-3.67596
Olala Style Apartment 7.2 | Balcony,40.39129,-3.66828
Olala Style Apartment 7.3 | Balcony,40.39112,-3.66767
Una habitación muy bonita,40.4520,-3.70952
Bohemian Apartment in Lavapiés - Wifi - A/C,40.40901,-3.70263
Habitación en el centro de Madrid,40.43549,-3.70953
Madrid Sol flat- 2 BR- 1 BTHR-6 people- 102,40.41626,-3.70036
Single room- five minutes from Chueca and Malasaña,40.42558,-3.69916
Habitación en piso muy acogedor con baño Privado,40.40098,-3.6663
Habitación Madrid Centro.,40.39237,-3.7325
Habitación individual chalet con terraza en Retiro,40.41032,-3.67255
Nice small loft for 2 pax ( AYALA III),40.42646,-3.68661
Elephante,40.42275,-3.66763
BONITO APARTAMENTO BARRIO SALAMANCA,40.4277,-3.6759
IGOR HOME,40.43213,-3.71829
Apartamento en Chueca/Malasaña 4 piso sin ascensor,40.42367,-3.69944
Apartamento entero muy luminoso en el CENTRO!!!,40.40482,-3.7044
NEW Quiet apart with in Malasaña,40.42065,-3.7053
Lavapiés barrio castizo que debes conocer,40.41003,-3.69879
ESTUDIO EN PUERTA DEL ÁNGEL,40.41005,-3.73033
Apartamento muy acogedor en Madrid Río,40.40478,-3.72434
Acogedora habitación cerca de Sol y Madrid Río,40.40048,-3.69426
Prado  1I,40.41159,-3.69616
ALQUILO SUITE  A 10MINT WANDA METROPOLITANO,40.4271,-3.60073
Excellent view I double,40.38915,-3.65279
Excellent view II double,40.38942,-3.65449
Excellent view single,40.38929,-3.65439
Habitación luminosa te esperamos 1 @,40.39679,-3.66754
Habitación en Madrid Centro Palacio- Opera,40.42126,-3.71094
feeling in a village in the center of Madrid,40.4057,-3.71146
Habitación individual a las afueras de Madrid,40.48487,-3.65052
Cozy quiet room near Airport,40.47276,-3.57669
BIG private exterior Room at the Rastro Market,40.40636,-3.70839
Cozy apartment in the center,40.42145,-3.70365
Habitacion barrio del pilar,40.47707,-3.7044
habitacion compartida,40.45203,-3.69737
PsHome,40.47408,-3.70885
Apartamento muy luminoso al lado del Retiro.,40.41829,-3.66812
Habitación Madrid,40.39967,-3.64627
Chic studio in the heart of La Latina,40.41348,-3.70989
Apartment with one room and WIFI,40.45555,-3.70387
Central and great apartment near Retiro,40.41946,-3.68929
Cozy studio in Bravo Murillo V,40.45426,-3.70231
Coqueto y céntrico apartamento,40.4029,-3.70403
Apartamento duplex en planta baja,40.4323,-3.70078
Piso luminoso en buena zona Madrid,40.44406,-3.63545
Home Sweet Home !,40.44536,-3.64555
La casa de Rosa,40.43223,-3.69846
HABITACIÓN PRIVADA EN LA MILLA DE ORO GOYA,40.43027,-3.67603
Big Luxury apartment free wifi centre Madrid,40.41138,-3.69459
A ESTRENAR APARTAMENTO EN VENTAS,40.43207,-3.66477
Freshly renovated 2 bedroom apt close to Bernabeu,40.45372,-3.6797
Tranquilidad en el centro de madrid,40.41437,-3.70163
Sofisticado apartamento en Chamartín - A. Perez,40.44278,-3.68057
Cozy studio in Bravo Murillo VII,40.45608,-3.7022
Cozy studio in Bravo Murillo VIII,40.45409,-3.70245
Habitación  2,40.43973,-3.65633
Ideal apartamento en Bravo Murillo III,40.4564,-3.70387
GRAN VIA · 2 Bedrooms at Gran Via City Center,40.42053,-3.70947
Stunning Almagro Apartment,40.43313,-3.69236
Acogedor y moderno Open-concept en Malasaña,40.42682,-3.70893
Cozy apartment with balcony in Bravo Murillo!,40.45677,-3.69434
Spacious and comfortable studio in Bravo Murillo,40.45541,-3.69486
ROOM  with window METRO LISTA LINE 4,40.42664,-3.68561
Nice apartment in Bravo Murillo,40.45754,-3.69568
Habitación cerca Tetuán Berbabéu  AZCA Pz Castilla,40.4580,-3.69989
Contemporary double/twin room next to Retiro Park,40.42088,-3.69138
Balcony double/twin room in stylish Salamanca area,40.42088,-3.69138
Bonito Apartamento en zona de Adelfas-Madrid,40.4020,-3.67089
Stunning junior suite in Cibeles Madrid centre,40.42088,-3.69138
Boutique room next to Paseo de la Castellana,40.42757,-3.69228
Habitacion acogedora para estudiantes,40.45921,-3.7101
Luminoso apartamento con vistas. Area Financiera,40.45791,-3.68313
Chamberi suite,40.44112,-3.69529
Apartamento en pleno corazón de Madrid- Callao.,40.42128,-3.70508
HABITACION ATOCHA,40.40657,-3.69416
GAY ORGULLO MADRID 2019,40.36695,-3.76104
Habitación Acogedora  preferiblemente chica,40.39641,-3.60594
Podrás descansar y sentir tranquilidad,40.34322,-3.69311
Studio Apartment in La Latina,40.4088,-3.71
Superior Studio Apartment in La Latina,40.4088,-3.71
Apartamento tipo Ático en La Latina,40.4088,-3.71
AMPLIA HABITACIÓN en RETIRO.,40.40723,-3.67537
Bonito apartamento en Palacio Real,40.41114,-3.71327
Acogedor Apartamento en Ventas. 15 min. del centro,40.43037,-3.65364
Luz y comodidad para 4.,40.40605,-3.71516
Centric studio -Gran Vía -2D,40.42177,-3.70513
Chambre cosy dans l’hyper  centre de Madrid,40.41101,-3.6971
HORTALEZA PISO DE LUJO,40.42253,-3.69978
Habitación Doble en ICON Embassy,40.42693,-3.68734
Apartment in Madrid,40.43479,-3.6507
Luxury and comfortable Santa Isabel. 86metros,40.41046,-3.69723
Habitación en Madrid- Moratalaz,40.40344,-3.64482
Estupendo apartamento en Chueca -4PAX -16,40.42168,-3.6979
Guest room with private bathroom,40.39033,-3.66773
Habitación con baño independiente cerca Bernabeu,40.46398,-3.68726
Apartamento a 10 minutos de Plaza Mayor,40.40883,-3.71169
Charming recently refurbished apartment in Atocha,40.40713,-3.69435
Sofá cama en salita,40.46443,-3.72458
Habitación con encanto en el centro de Madrid,40.40968,-3.70456
Verena's bedroom,40.4229,-3.7014
Cozy apartment in the CENTER OF MADRID.,40.39582,-3.6972
LUXURY PENTHOUSE 100MTS FROM PLAZA MAYOR,40.41276,-3.70694
Cozy 2 bedroom apartment with heating!,40.39337,-3.69632
Habitación en zona centro con maravillosa terraza.,40.41145,-3.70824
Alquilo habitacion,40.47784,-3.70318
M (EST8) Apto. Tribunal-Malasaña-Chueca,40.42552,-3.70377
Tranquilo- confortable - cálido - limpio,40.39071,-3.66712
Habitacion 1 junto a la Gran Via madrileña.,40.42403,-3.70705
Flat close to subway NEW ANTI-CRISIS PRICE -40%,40.40045,-3.63982
?????? ???????? ??? ????? ? ??????? ????? ? ?????.,40.45458,-3.7037
Habitación amplia y luminosa en Madrid,40.39492,-3.71961
Encarnación Oviol- Madrid,40.35148,-3.6869
Precioso estudio en el barrio de Salamanca,40.42219,-3.66772
Cozy apartment 2 stops from Plaza de España/ AA,40.41267,-3.73004
Cozy attic in Madrid’s sky,40.42707,-3.71298
Habitacion Juan,40.4062,-3.60488
Piso cálido para fin de semana en MADRID,40.48545,-3.68904
Lovely loft in the heart of Madrid,40.41236,-3.69515
Luminosa y silenciosa habitación Sor Ángela Cruz.,40.45765,-3.69434
Ubicación increible,40.4216,-3.71242
Apartamento Antón Martín 2,40.41062,-3.69987
ALQUILER San Fernando,40.43835,-3.67601
Centro- Gran Vía.,40.42361,-3.71194
Great 3 bedroom apartment with WIFI.,40.39346,-3.69576
Sweet and confortable house at the centre,40.42594,-3.70491
Ideal apartment for 5 people,40.37572,-3.73887
Fully equipped apartment Madrid,40.38554,-3.71478
MADRID RÍO- Live the capital -4PAX-45m2,40.39341,-3.69809
2021 un nuevo amanecer- La Latina  Madrid Centro,40.40973,-3.7126
Bright & Refurbished - 1B 1BTH- CHUECA,40.42096,-3.70479
Room in refurbished apartment next to Royal Palace,40.40954,-3.72978
APARTAMENTO MADRID TITANIA 5,40.42299,-3.70106
Dúplex artístico en el centro de Madrid,40.42747,-3.70619
Luxury city center penthouse with terrace oasis,40.4161,-3.70845
Habitación en piso compartido en las  Aguilas.,40.37778,-3.76527
Habi.sólo chica. Al lado  metro Aviación Española.,40.38222,-3.7831
Top floor apartment close to Santa Ana MADRID,40.41313,-3.69898
Habitacion INTERCAMBIADOR PLAZA CASTILLA,40.46686,-3.68931
LATINA I - QUIET,40.41039,-3.71101
Alquilo habitación en barrio salamanca amplia,40.42712,-3.67755
Jfsjgdkgdlhcljclj,40.39647,-3.65514
Amazing penthouse in Las Tablas - 6 PAX,40.50412,-3.67264
Penthouse Plaza Santa Ana 90 sq.m-6 p-2 BR- 2Baths,40.41434,-3.70043
Nice single room in Madrid city centre,40.39428,-3.6936
Casa Charming,40.43565,-3.67664
Habitación privada en Plaza Castilla- Bernabéu.,40.46779,-3.69723
Beautiful cozy 3 bedroom apartment in Madrid,40.44457,-3.68055
La factoría de Madrid Río,40.39648,-3.71341
ACOGEDORA HABITACIÓN EN RETIRO,40.40862,-3.67784
1. Habitación exterior con baño junto a Gran vía,40.42211,-3.70816
BRISAS I < Brand New Attic>LAVAPIES & TIRSO,40.41141,-3.7035
House with a pool in Madrid. (Upstairs room),40.46927,-3.77705
Luxury 17th floor studio in Plaza España,40.4296,-3.7143
Room suite for 2 + tiny room for 2 (Family space),40.42463,-3.60616
Se alquila habitación luminosa,40.42181,-3.70912
Barajas- Madrid. precioso y amplio apartamento.,40.47287,-3.58612
House with a pool in Madrid. (Patio double room),40.46752,-3.77543
Cozy private room center Calle Gran Via,40.42054,-3.69904
LGBT friendly room nearby Metro and  Madrid,40.40136,-3.66601
Coqueto apartamento en Trafalgar,40.43533,-3.70116
LGTB friendly room nearby metro and Madrid,40.39957,-3.66553
Beautiful cozy 1 bedroom apartment in Madrid,40.44224,-3.68087
Andalucia,40.42911,-3.67375
Charming room- Airport 10 min- Madrid 25 min,40.46991,-3.58012
Apartamento acogedor en el centro de Madrid!!!,40.42777,-3.70356
Attractive- Contemporary home,40.4087,-3.66617
Principe de Vergara IX,40.42899,-3.68059
Claudio Coello IX,40.42671,-3.6869
Cozy apartment in the center of Madrid,40.4130,-3.70316
Nice apartment in the district of Lavapies.,40.40657,-3.70118
"""New"" Pretty Gran Via Luna apartment",40.42148,-3.70726
HABIT.  Para ALQUILER  Minimo 3meses maximo 6meses,40.44571,-3.6752
2 bedroom apartment. 2 min from Retiro Park,40.42146,-3.67916
Estudio en zona centro (El Rastro),40.40655,-3.70534
DOBO HOMES IBIZA APARTMENT,40.41718,-3.67399
¡Acogedor Estudio en el Centro de Madrid!,40.42833,-3.70418
Duplex en Chueca,40.42198,-3.69724
Habitacion muy tranquilay acogedora,40.37621,-3.76562
PISO EXCLUSIVO MADRID CENTRO,40.42583,-3.7059
Santiago,40.41564,-3.71127
Centro Colon XIII,40.42611,-3.69065
Bonito loft muy luminoso en Ascao. Cerca del Wanda,40.42777,-3.6417
Habitación Individual,40.42309,-3.64535
Atocha // Retiro Park apartment,40.39891,-3.67241
Excellent DÚPLEX with WIFI in MAD for 4 PAX -USERA,40.38986,-3.70259
Madrid Centric IV - Madflats Collection,40.41311,-3.70505
CHUECA. Apartamento luminoso en Alonso Martínez,40.43011,-3.69857
Wonderful terrace room with a living room,40.42829,-3.69235
Habitación de Oporto,40.38599,-3.72692
"""La Casuca""- Mews house",40.45225,-3.69901
LATINA II - Madrid de los Austrias,40.40958,-3.70923
NUEVO - Apartamento ideal para 4 personas,40.38431,-3.74613
Vistas de Madrid-  cerca de atocha,40.39435,-3.6528
Bright- spacious- Chueca home,40.42457,-3.6989
Vistas de Madrid- muy cerca del centro,40.40277,-3.65907
Cozy room in the Madrid center,40.40272,-3.69949
Tu Rincón en el corazón del Madrid de Las Letras,40.41634,-3.70064
HABITACIÓN PRIVADA ARGUELLES,40.43238,-3.71202
Habitación privada,40.44816,-3.70081
Habitación semana del orgullo- con desayuno,40.40166,-3.6435
Habitacion semana orgullo con desayuno,40.40765,-3.63849
Habitación confortable y limpia  con baño privado,40.46959,-3.58608
1bed Studio in the heart of Madrid- 2mins to metro,40.4239,-3.70037
Preciosa habitación doble en Chueca,40.42373,-3.69666
Cozy 2BR Duplex - 2 min. walk to Plaza Santa Ana,40.4151,-3.70005
Habitación disponible,40.41656,-3.70434
Todo en la palma de la mano!,40.40056,-3.7054
Privacidad en el Madrid de los Austrias,40.4130,-3.71037
Fabulous balcony flat- central Madrid,40.42171,-3.70244
NEAR AIROPORT. NEAR DOWNTOWN. MORADA,40.42335,-3.65285
Habitación individual cómoda y agradable centro,40.42666,-3.71669
room madrid- metro lista- coffee & wifi,40.42284,-3.69878
Habitacion con cama doble confortable,40.45609,-3.70858
Cozy room in the center of Madrid,40.40978,-3.69555
Piso para 4-6 residentes de larga duración,40.39756,-3.76169
STUDIO APARTMENT 100MTS FROM PLAZA MAYOR,40.41444,-3.70886
Habitación Exclusiva- Ambiente excelente - Madrid,40.41716,-3.7057
Individual Room in a students flat,40.43429,-3.71764
Gran habitación privada en barrio centro Lavapies,40.40894,-3.70295
Alojamiento doble- cerca del centro de Madrid,40.38284,-3.66769
Centro madrid,40.42121,-3.71101
Beautiful-spacious room in centrally-located flat,40.40638,-3.69491
Cozy and Stylish - 1B 1BTH - Gran Via,40.42053,-3.70653
Luxurious and Stylish stay in trendy Malasaña,40.42856,-3.70398
Apartamento para 5 personas con WiFi,40.42223,-3.65352
Acogedor apartamento en el centro de la ciudad,40.41355,-3.69761
Habitaciones a 2 minutos del Wanda,40.43453,-3.60631
A camper to travel along Spain!,40.41148,-3.69871
CENTRALLY LOCATED ROOM 10 MIN SOL 4,40.42529,-3.69856
Triplex Debod,40.42657,-3.71562
Habitación privada grande en Retiro -  Madrid.,40.41681,-3.67806
Habitacion a 3 minutos de Plaza de España,40.42414,-3.71469
Agradable habitación Individual,40.38181,-3.7685
2 private room 3 beds AC/fan 4 stops to Retiro????,40.40493,-3.64106
HABITACIÓN CERCA A LA PLAZA DE LAS VENTAS,40.42552,-3.6542
M (GRI196) Palacio Vista Alegre-Puerta Bonita,40.38558,-3.7374
Habitacion  luminosa doble cerca Pza de Castilla.,40.46979,-3.69787
simple room with adorable cats as roommates,40.42873,-3.6659
Habitación cerca del centro y casa de campo,40.40977,-3.7341
Habitación individual privada,40.40403,-3.64014
Stylish  W/Stunning views Colon-Madrid city centre,40.42615,-3.69245
Habitación perfecta en el corazón de Chueca,40.42179,-3.70069
Bonita habitación individual en Casa de Campo,40.39657,-3.77523
OLD Madrid HEAVEN. De Madrid al cielo. Morfeo room,40.40718,-3.70103
Beautiful condo in Madrid,40.43331,-3.70217
Habitación en ático de lujo cerca del centro,40.43506,-3.66667
Habitación ideal para el verano Madrileño,40.42892,-3.62902
Cómoda habitación a  10min del centro de Madrid,40.38735,-3.66648
Habitacion con baño privado metro Ópera,40.41987,-3.70865
DOBO HOMES RODAS APARTMENT,40.4074,-3.70473
The Walt Madrid- Double- Central + stylish,40.42117,-3.70297
The Walt Madrid- Double- Twin-  Central + stylish,40.42117,-3.70516
The Walt Madrid- Family Suit- Central + stylish,40.42117,-3.70516
Björkapartament,40.42011,-3.70026
Preciosa Habitacion single,40.47171,-3.70453
HABITACION PRIVADA ENTRE BERNABEU/PLAZA CASTILLA 2,40.46341,-3.70034
Attic in Madrid center- next to Plaza Mayor- Sol.,40.41647,-3.71022
Beautiful Big Double-Bedroom APT - Madrid Centro,40.41664,-3.71141
Alojamiento con vistas a Gran Via,40.42481,-3.70995
Finde semana económico en Madrid,40.44526,-3.67396
La Paz Market 1 C Madrid Salamanca quarter,40.4278,-3.68614
La Paz Market 4 C Madrid Salamanca quarter,40.42972,-3.68454
La Paz Market 4 B Madrid Salamanca quarter,40.42793,-3.68494
Gran habitación en el Madrid de los Austrias.,40.4217,-3.71225
Generator -  Bed in 4-bed Dorm,40.42129,-3.70866
Generator - Private 4 bed Room,40.41987,-3.70841
Generator - 1 Bed in 8 Bed Dorm,40.41985,-3.70818
Generator - Deluxe Twin,40.42035,-3.7089
Generator - Family Room for 4,40.42037,-3.70877
Brand new- comfy apartment near the city center,40.42445,-3.62002
Valverde 10,40.42086,-3.70301
Loft between Gran Vía and Tribunal!,40.42259,-3.70226
HABITACIÓN CON AIRE ACONDICIONADO,40.41025,-3.7310
Piso grande y luminoso,40.43244,-3.65066
Un espacio tranquilo- ampllio y cultural.,40.43732,-3.67314
Apartamento con Wifi y A/A - Centro de Madrid,40.4487,-3.67447
Habitación ideal para unos días en Madrid,40.38762,-3.74205
Habitación Argüelles Pintor Rosales,40.43007,-3.71868
LUMINOSO UNICO VISTAS PLAZA MAYOR 2DORM  2A/C,40.41515,-3.70662
Doble exterior room A/C & Bathroom Arguelles MAD,40.42964,-3.71895
Double exterior room  PLAZA MAYOR  Madrid,40.40584,-3.70963
Habitación confortable en Madrid,40.43471,-3.62894
Splendid Room Metro Diego de Leon   (L4- 5 y 6),40.41765,-3.70416
Double exterior room balcony Arguelles Princesa,40.42677,-3.71652
Habitación en carabanchel.METRO PAN BENDITO 1MIN,40.37962,-3.72912
Chic ESTUDIO/MESES/VACACIONES/ESTUDIANTES/PAREJAS!,40.41001,-3.70702
Alcala V,40.42765,-3.67197
AVENIDA DE AMÉRICA: Big- sunny doble room!,40.43913,-3.67742
Apartamento céntrico- tranquilo y confortable.,40.4256,-3.69995
San Joaquín XVII,40.42528,-3.70271
CATS  Hostel- Bed in 6 bed dorm shared bathroom,40.41352,-3.70254
CATS  Hostel- Bed in 8  bed dorm shared bathroom,40.41205,-3.70078
CATS  Hostel- Bed in 12 bed dorm shared bathroom,40.41232,-3.70081
CATS Hostel-Bed in 14 bed dorm shared bathroom,40.41287,-3.70177
CATS  Hostel- Bed in 10 bed dorm shared bathroom,40.41371,-3.70284
CATS Hostel-Bed in 12 bed dorm female,40.41224,-3.70073
CATS Hostel- Three bed dorm with bathroom,40.41287,-3.70177
Cozy room in Madrid center,40.42493,-3.70578
Puerta Del Sol,40.41502,-3.70424
ALQUILO HABITACIÓN INDIVIDUAL ALAMEDA DE OSUNA,40.45303,-3.59258
Habitacion doble exterior Templo de Debod Ferraz,40.42918,-3.72637
Habitación individual en departamento acogedor,40.35321,-3.67873
Summer in Madrid,40.4081,-3.65613
Apartamento en zona óptima,40.45573,-3.68092
Comfortable apartment in Puerta Toledo,40.40559,-3.71249
Adorable  NEW ! Apartment in Madrid Center,40.41287,-3.70311
Gorgeous 2Bed 2Bath in heart of Madrid City Center,40.42081,-3.70693
Sunny- 4 bedroom in Plaza Castilla.,40.47116,-3.68632
Ideal apartamento en pleno Malasaña 4 personas,40.42585,-3.70337
GOYA - SALAMANCA,40.42673,-3.67789
Como en casa,40.37515,-3.74143
Habitación en piso con buen rollo!,40.39949,-3.69992
SUITES LA VAGUADA,40.47725,-3.70762
Habitación individual o doble Plaza Elíptica,40.38443,-3.71668
Habitación en la latina Para el Orgullo,40.40411,-3.70993
Luminosa habitación para dos,40.42112,-3.70892
Suite-Apartament Hortaleza,40.47088,-3.64497
puerta de Toledo,40.40759,-3.71614
habitación amplia y con muy buena ubicación,40.40044,-3.69247
Habitación doble Plaza Elíptica,40.38441,-3.71639
COZY MALASAÑA LOFT * CENTRIC * EARLY&LATE CHECK-IN,40.42601,-3.70669
Habitación luminosa en Chueca,40.42268,-3.69794
Prado  3D,40.41158,-3.69493
Vistas de Madrid- cerca del centro,40.40071,-3.65873
Peace & Sunny room,40.45101,-3.58392
At 5mim to metro Lavapies and 10min to Sol,40.4070,-3.70146
Welcome to Madrid,40.41287,-3.69769
Cozy place near Madrid Río,40.41219,-3.73017
Zenit Abeba- Doble,40.43074,-3.67279
Habitación privada en el centro de madrid,40.38522,-3.63819
One of a kind apartment in the heart of Madrid,40.40955,-3.70389
BNBHolder The Design Loft CHUECA,40.41983,-3.69725
APARTAMENTO luminoso en Alonso Martínez,40.42982,-3.69648
Cómoda habitación,40.36654,-3.59959
Petit rougue,40.37835,-3.60493
Great apartment at Salamanca neighborhood,40.42769,-3.67868
Lovely in Chueca don't miss it,40.42198,-3.69848
Enjoy this sunny terrace in Chueca,40.42036,-3.6970
Waldorf Suites 1 Bedroom,40.4415,-3.70718
Waldorf Suites 1 Bedroom with Terrace,40.43953,-3.70911
BRISAS II<LAVAPIES>Ático a estrenar>,40.41141,-3.7035
Habitación en piso compartido a pasos del Retiro,40.41761,-3.6755
Modern and luxurious apartment in Plaza Santa Ana,40.41435,-3.70088
habitación en Puerta de Toledo,40.40752,-3.7145
Preciosa habitacion  en el centro de Madrid 9,40.43137,-3.71004
Preciosa habitacion en el centro de Madrid 10,40.43,-3.70937
Arganzuela Planetario. Caja Mágica,40.39276,-3.68689
One of the best neighbourhood of Madrid,40.42895,-3.7186
Habitación Privada en Gran Vía Centro,40.42173,-3.7099
Cosy apartment next to Madrid Rio,40.39556,-3.69706
Aaprtamento con estilo y luminoso,40.39151,-3.69619
Habitación Principal en amplio piso bien decorado,40.4096,-3.69615
Habitación confortable en el centro de Madrid,40.42535,-3.70499
Habitacion al lado del Wanda y aeropuerto,40.43542,-3.60796
Habitacion individual Templo de Debod CENTRO,40.43108,-3.72674
Cozy apartment in Madrid - 3 PAX,40.44083,-3.67387
Habitación individual Templo de Debod Centro,40.4291,-3.72617
Habitación individual Templo de Debod Centro,40.42966,-3.7247
CLASSIC BERNABEU TERRACE - APARTMENT I,40.45063,-3.7068
SOL- HAB DOBLE (3A),40.41951,-3.70903
Sofá Calle del pelicano,40.38459,-3.72869
Cama calle pelicano 22,40.38296,-3.72887
SUPER UBICACION APARTAMENTO GRAN VIA SOL,40.41874,-3.6997
SOL- INDIVIDUAL (3C),40.42017,-3.70673
SOL- HABITACION DOBLE (3D),40.42026,-3.70696
SOL- HABITACION INDIVIDUAL (3F),40.42015,-3.70712
SOL- HABITACION DOBLE (1B),40.42006,-3.70732
Reina Sofía Suite - Madflats Collection,40.40927,-3.69945
Beautiful vintage apartment in Gran Vía with WIFI,40.42167,-3.70435
Alquiló habitacion,40.38295,-3.65006
Bright & Cozy 1bedroom in Center of Madrid,40.42153,-3.7120
Lo mejor de Canillejas,40.44752,-3.61102
Habitación en Plaza Castilla,40.46666,-3.69727
Madrid centro,40.41801,-3.70432
Habitacion No Disponible,40.42083,-3.67837
Dormitorio calle,40.38472,-3.72705
Cama para una persona con colchón adaptable.,40.38475,-3.72476
Estupendo piso,40.44502,-3.69991
Great Room for 1 or 2  in Lovely Tetuan Apartment!,40.45108,-3.70885
2 bedrooms in Malasaña (6 pers),40.42595,-3.70606
Refurbished and Confortable-2B 1BT-Sol-Plaza Mayor,40.41285,-3.70531
Comfort and design in the center of Madrid 70m2- ?,40.41078,-3.70757
HABITACIÓN PRIVADA EN EL CENRTO DE MADRID,40.4352,-3.66954
Estudio en  misma plaza puerta del sol,40.41773,-3.70226
Amazing single room just 10 min walking from Sol!,40.4092,-3.70527
Habitación tranquila en El Cañaveral.,40.40161,-3.5626
Lovely 3Bed near Feria de Madrid - 5 min to tube,40.46866,-3.64492
Habitación en pleno barrio de Chueca,40.42333,-3.69577
GIARDINI: tu rincón de paz en la ciudad de Madrid!,40.41818,-3.70068
Hermoso apartamento-Wifi-Cocina-Baño-Comedor,40.42235,-3.6287
Acogedora y céntrica habitación,40.3950,-3.69625
Boutique Studio,40.4078,-3.71411
Blue Eco Space,40.44066,-3.67411
Habitación cómoda muy bien ubicada,40.43346,-3.70546
Habitación cómoda muy bien ubicada,40.43517,-3.70585
Habitación básica  7 calles  linea 1 metro.,40.46333,-3.70185
Excelente ubicación para Gay Pride,40.43739,-3.7171
Fabulous and quiet apartment in Barrio Salamanca,40.42068,-3.66626
Habitación B a  2 calles de linea 1 metro Tetuan.,40.4622,-3.69564
Ortega y Gasset XVII,40.43089,-3.67658
Estudio de diseño en La latina.,40.41049,-3.71187
Habitación Chamberi Ponzano Madrid,40.44215,-3.69553
Habitación Ponzano Nuevos Ministerios CHAMBERI,40.44562,-3.70388
Habitación de lujo,40.47029,-3.71812
Stylish new apartment in Chamberí.,40.44043,-3.7015
Habitación para julio y agosto en Moncloa.,40.43407,-3.71663
Piso super vistas planta13 y con mucha luz Moncloa,40.44828,-3.71656
Habitación Acogedora y céntrica en Madrid,40.3942,-3.66921
