name,latitude,longitude
Lovely flat in the centre of Madrid,40.41784,-3.69943
Disinfected - Octavio's modern loft! 2 bathrooms,40.4034,-3.60575
Flat with two  bedrooms in the center of Madrid,40.41312,-3.69776
Plaza de Santa Ana bright 4 pax- 1 BR- 40 m2,40.41495,-3.70061
Well located Apartm. Madrid- wifi,40.40752,-3.69284
APARTMENT 5PAX 2HB GRAN VIA CENTRO PUERTA DEL SOL,40.42341,-3.70226
Cozy room in Malasaña center,40.42481,-3.69799
Fantastic room + private bathroom- WiFi + Smart TV,40.4926,-3.65542
Cozy 1BD Apartment ideal for couples- in Chamartin,40.44964,-3.69652
in Downtown -cava baja- Madrid-Wifi,40.41156,-3.70848
Studio Chueca Madrid Center,40.42186,-3.70158
"Aparment in the famous ""rastro""",40.40872,-3.70761
PRIME LOCATION & COZY+Lift-CHUECA- MALASAÑA-wifi,40.42785,-3.70102
Jardín Manaure Apartamento céntrico,40.46396,-3.68005
Quiet room in historical Chamberí (Ponzano area),40.43817,-3.69863
Quiet room in the heart of the city,40.4171,-3.70871
Loft Duplex Historical center,40.40769,-3.70653
SEXY AND CENTRAL- BALCONY Chueca,40.42055,-3.70332
Modern two bedroom in center Madrid,40.40856,-3.70269
Cozy Attic in Prime Location,40.42187,-3.69876
MADRID CENTER- AIR CONDITIONING. NEXT TO GRAN VIA,40.42176,-3.7024
Bohemian flat  / La latina WiFi,40.4129,-3.70847
Piso 2 habitaciones Pza. España.,40.41708,-3.7028
Central Studio- 3 min to Gran Vía,40.4220,-3.70445
Private room in prime remodeled apt,40.41198,-3.70247
Room for two w/ bathroom/ Bernabéu,40.44282,-3.68077
Habitación privada en el centro y el mejor barrio,40.41797,-3.69855
A bonbon in the heart of Madrid,40.41639,-3.71313
"Hasta 6 personas Apart. ""La Latina"" REF. VT-2488",40.41009,-3.71201
Casa/Apartamento en Madrid,40.39178,-3.72023
CENTER- just walking with balcony¡¡¡,40.42202,-3.70324
Spacious and close to Gran Vía-wifi,40.42183,-3.71091
Centrally located- 120m2,40.44234,-3.69849
Duplex-terrace Plaza de España WIFI,40.42183,-3.71091
Sunny home in Lavapiés terrace yoga mindfulness,40.4058,-3.69604
LA LATINA A VIBRANT NEIGHBOURHOOD- AC- WIFI,40.41028,-3.70913
Calle Luna- apartamento con encanto,40.42336,-3.70716
Well connected Guesthouse in Madrid's green belt,40.50458,-3.69065
Lonely traveler.Optic fiber WiFi100,40.41272,-3.70616
Penthouse Salamanca District 3BR - 2BTH - WIFI,40.42303,-3.67129
In the Exclusive area of Madrid,40.42498,-3.67932
Apartamento Cerca del estadio WANDA METROPOLITANO,40.41909,-3.61418
7mtr2 central studyroom with wide window,40.4244,-3.67485
Cozy Brigt Atico terrace-Wifi-,40.40705,-3.70384
Stylish Apartments in Chueca by Allô Housing,40.42032,-3.69827
NEW Remodel Madrid Sol downtown duplex!! ( M ),40.42066,-3.7101
Fully renovated calm ground floor appartment,40.42326,-3.66745
Fabulous loft in the heart of Madrid (PUERTA DE,40.41934,-3.70214
Acogedor Apartamento.CENTRO.CHUECA/JUSTICIA/Colon,40.42483,-3.6984
FULL STUDIO IN  MALASAÑA,40.42816,-3.7045
Habitación doble sin ruidos,40.36148,-3.59824
Aparment in latina in the center,40.41055,-3.70656
HABITACIÓN VIAJEROS ATOCHA RENFE,40.40301,-3.68698
Comfy room for 2 non smokers in cosy flat,40.4028,-3.74828
LOFT de diseño  Ortega y Gasset,40.42929,-3.67663
Apart Luna Palace,40.42171,-3.70564
COSY ROOM Madrid Rio 10' Centre,40.40847,-3.72874
Big sunny room in Central Madrid,40.39883,-3.70025
BEAUTIFUL APARTMENT IN THE CENTER,40.43778,-3.71294
Aeropuerto-IFEMA-CC.Plenilunio,40.44544,-3.5861
Luxury Boutique Apartment next to Prado Museum,40.41336,-3.69875
Apartamento en Plaza Mayor,40.41312,-3.7067
quiet/luminous flat Madrid center,40.42595,-3.7053
Your place in Madrid.Refugio urbano,40.42701,-3.69553
Moderno apartamento en Plaza Colon,40.42611,-3.69307
At 2 min from Plaza de España-WIFI,40.42183,-3.71091
Duplex-terrace close to Gran Vía,40.42183,-3.71091
PROARQUINSA apartamentos en madrid.,40.40366,-3.7059
PRINCE SANTA ANA Central WIFI LIFT!,40.41544,-3.70038
Casa Museo Thyssen-Private room.,40.41751,-3.69832
Vistas únicas Madrid. Estudio p.20º,40.42642,-3.71578
WOW! PRINCIPE SANTA ANA Wifi!!! 2br- LIFT,40.4163,-3.70046
Nice flat with garage,40.43044,-3.6537
Alquiler habitación individual,40.44349,-3.67322
Beautiful studio in the heart of Ma,40.41396,-3.70446
ATOCHA MADRID- RETIRO HABITACIÓN PRIVADA,40.40901,-3.68895
Apt 1 downtown Madrid- Chueca,40.42065,-3.69905
Apto 2 Madrid centro- Chueca,40.42116,-3.70157
Bonito apartamento.,40.42394,-3.70396
Habitación muy bien comunicada,40.38533,-3.71209
Room balcony next to Plaza Mayor - City Centre.,40.41735,-3.70879
Private room with excellent city center connection,40.42491,-3.65433
apartment in the center of Madrid,40.42192,-3.70427
Loft with views to Plaza Mayor,40.41474,-3.70744
SPECTACULAR LOFT OF THREE FLOORS,40.44033,-3.61872
Sol- big and quiet.30MB WIFI. check the opinions!,40.41666,-3.70222
APARTMENT 4PAX GRAN VIA CENTRO PUERTA SOL MALASAÑA,40.42075,-3.70358
URBAN SANTA ANA-Central! Best Tapas area Wifi! 1BR,40.41555,-3.69955
Private Room in the City Center,40.42372,-3.70087
Between Reina Sofía & Sol.,40.41135,-3.69868
ATTIC PENTHOUSE IN MADRID DOWNTOWN,40.42803,-3.67591
MODERN & SUNNY  APARTMENT WITH WIFI RASTRO/P.MAYOR,40.41024,-3.70736
Habitación Privada en Apartamento,40.45502,-3.69977
Casa Palace-Private room.,40.41662,-3.69616
CENTER DUPLEX,40.41746,-3.70646
Great refurbish apartment for vacations,40.40564,-3.65427
CONFORT IN THE HEART OF MADRID,40.41466,-3.70115
Apartamento Triángulo del Arte,40.41014,-3.70096
Habitación doble en suite,40.44278,-3.69748
Gran Vía (centre) Nice loft+terrace,40.4203,-3.70173
CoV19 Free Cozy Urban Apt. Historic District - Sol,40.4152,-3.70429
Bright- Spacious 1 Bedroom with Balconies,40.42852,-3.70034
Apartamento junto al Paseo del Arte,40.40489,-3.69532
Cozy apartment - Downtown Madrid,40.4258,-3.70723
Central and Spacious- Fully-Equipped Two Bedroom,40.42629,-3.70215
Luxury apartment in the center wifi,40.42318,-3.70166
NICE APARTMENT IN MADRID CENTER,40.40955,-3.71055
MALASAÑA- Cool- Cute & Cozy,40.42222,-3.70554
Just in City Center - Lavapiés,40.41083,-3.70229
Nice & Central Home,40.40498,-3.7006
Charming & very well located,40.42456,-3.6960
View to Plaza Mayor,40.41464,-3.70822
Buhardilla con encanto y céntrica,40.42406,-3.69642
Historic center - 3 bedroom,40.42448,-3.70263
Casa Paseo del Prado-En Suite bathroom.,40.41614,-3.69575
Lovelly studio for 2 in the heart of Madrid,40.42896,-3.70693
Villanueva apartment I,40.42129,-3.68397
APARMENT 6PAX GRAN VIA CENTRO PUERTA  SOL MALASAÑA,40.42077,-3.70738
APARTAMENTO CENTRO-DELICIAS,40.40108,-3.69683
New Spacious Apartment-Las Ventas-Free Wifi-Garage,40.43271,-3.66726
APARTMENT 6PAX TURISTIC GRAN VIA  PUERTA DE SOL,40.42249,-3.70641
Studio near university,40.38298,-3.65734
Apartamento tranquilo en el centro AVE,40.40597,-3.6982
Bright room in Huertas St. - Long term,40.41394,-3.70055
Beautiful attic near center.,40.40155,-3.67772
Clean & Cheap,40.41868,-3.67246
Madrid Rio-Palacio Real Room Own WC,40.40847,-3.72231
120m 2bd 2bth Malasaña-GranVia 2020 refurbished Ap,40.42363,-3.70076
Atico de diseño en La Latina-,40.41137,-3.71299
Spacious Modern & Fully Equipped,40.42649,-3.70003
Madrid City Center. Double Room,40.43597,-3.70842
Spacious- Fully-Equipped Chamberí Apartment,40.43194,-3.70153
Large Family Attic Apartment,40.43128,-3.70191
Casa Plaza de Cibeles- Private Room.,40.41568,-3.69793
Discover Madrid from a unique and cozy place,40.4188,-3.70144
ROOM WITH PRIVATE BATHROOM,40.4509,-3.68718
CENTRALLY LOCATED ROOM 10 MIN SOL 7,40.42665,-3.69758
Relaxed Luxury- Superb location,40.41793,-3.71183
In front of Madrid-Rio Park.,40.39524,-3.70052
Cute apartment in Madrid center,40.41015,-3.70218
3 Bdr PH- Best Views- Madrid Center,40.41142,-3.71047
double room with private bathroom,40.4253,-3.69801
Prado museum views & swimming pool,40.41367,-3.69494
Habitación en el corazón de Madrid!,40.42326,-3.70261
Habitación de diseño en pleno cntro,40.42354,-3.70317
Penthouse citycenter - 20m2 terrace,40.41209,-3.70278
penthoouse room with private bathroom,40.43344,-3.7146
ROMANTIC in downtown Madrid. Bathtub.,40.41154,-3.70803
Ignacio's place,40.41077,-3.70317
COMPUTER - TV - INTERNET SPEED 100,40.38789,-3.6491
Bonita- acogedora y en pleno centro,40.42094,-3.70045
Calidez en pleno centro de Madrid,40.42094,-3.70141
ROOM IN LOFT/ City Center,40.41128,-3.70224
Nice and bright remodeled apartment downtown,40.41197,-3.70245
ATICO FELIPE III PLAZA MAYOR,40.41584,-3.70683
Madrid Classy flat I- 6 peop- 80 sqm- 2 BR- 2 BTHR,40.41497,-3.7014
APARTMENT 6PAX GRAN VIA CENTRO PUERTA SOL MALASAÑA,40.42241,-3.70532
Precioso Apartamento reformado,40.44733,-3.70123
Penthouse en el corazón de Madrid,40.41959,-3.70891
ENCANTADOR PISO EN CENTRO DE MADRID,40.41627,-3.7098
Apt. Puerta del Sol  Plaza Mayor,40.41468,-3.70488
Aluche- 2 habitaciones- muy luminoso,40.39798,-3.76535
Lavapies //  tranquilo // luminoso,40.41034,-3.70095
FLAT  MADRID  CENTER SPAIN,40.4313,-3.65535
Rooftop in Tetuan with big terrace,40.46107,-3.70196
Deluxe Madrid Center GranVia Studio,40.41811,-3.70353
INT. STUDIO(2P)-SPECIAL PRIDE OFFER,40.42069,-3.70097
Acogedor apartamento a pasos de Puerta del Sol,40.41976,-3.70146
117,40.42471,-3.7049
Increíble ático c/terraza privada en pleno Madrid!,40.41976,-3.70146
Hermoso apartamento en pleno centro de Madrid,40.41976,-3.70146
Fantástico apartamento en el corazón de Madrid,40.41976,-3.70146
COZY MODERN APARTMENT IN CITY CENTER. Gran Vía.,40.42073,-3.70458
118 / 211,40.42324,-3.70649
Madrid Center Rastro Lavapiés,40.40756,-3.70568
Piso en el centro de Madrid,40.42539,-3.70225
single-confortable ROOM,40.41203,-3.72582
A Beautiful Room in Madrid Center,40.40948,-3.69958
PTA. DEL SOL-MADRID CENTRO 1 / WIFI,40.4162,-3.70428
PTA. DEL SOL-MADRID CENTRO 2 / WIFI,40.4162,-3.70428
ESTUDIO PTA.SOL MADRID CENTRO/ WIFI,40.4161,-3.70448
Spacious&comfortable Apartment 2-8p,40.42328,-3.70655
Apartment  in gran via - malasaña,40.4243,-3.70442
Fabuloso apartamento entre Gran Vía y Pta del Sol,40.41976,-3.70146
Regal Style at the Marquis of Matillas Former Home,40.41441,-3.70587
BEAUTIFUL NEW CENTRAL APARTMENT,40.40926,-3.70559
CHUECA BRIGHT AND SILENT on Pelayo Street,40.42146,-3.69943
The Hat Madrid - 10 people shared,40.41511,-3.70804
The Hat Madrid - 6 Shared Deluxe,40.41534,-3.70778
The Hat Madrid (Shared 8 Deluxe),40.41513,-3.70637
The Hat Madrid (Shared 8 room),40.41333,-3.70668
Superb Lofts by Allô Housing,40.41531,-3.6733
Fantástico y espacioso apartamento en Arturo Soria,40.46526,-3.65829
PLAZA MAYOR DELUXE,40.41584,-3.70683
Modern and comfortable accommodation,40.42761,-3.69428
Your house in Madrid,40.38953,-3.71413
La vida es bella.,40.43122,-3.71432
Madrid- Atocha,40.4032,-3.69777
Habitación en piso con encanto,40.42522,-3.70378
Room Chamartin Plaza Castilla,40.47054,-3.68104
Apartamento en el corazón de Madrid,40.44317,-3.67298
PLAZA MAYOR -SOL WIFI,40.41536,-3.70881
Los Ventanales Apartment- Historical Center,40.40974,-3.7102
REINA SOFÍA- A QUIET STUDIO,40.40986,-3.69752
Peaceful 1bd apt. in Conde Duque,40.42506,-3.70752
Espectacular Estudio de 35 mts,40.44026,-3.67281
Deluxe Madrid Center Callao Studio,40.42018,-3.70465
Estudio con WIFI en Avda de América,40.44293,-3.67068
Cosy appartment in Madrid- Retiro,40.40926,-3.67569
Céntrico  Atocha-Wifi- A/C- Piscina,40.39877,-3.69426
Lavapies Rocks!,40.40938,-3.70282
Cozy apartment in  centre Madrid,40.41004,-3.71064
SPACIOUS APARTMENT IN THE CITY'S HEART + 3 BALCONY,40.41012,-3.69828
Habitación acogedora en Madrid,40.42617,-3.64297
World Pride Madrid 2017 attic in Chueca,40.42312,-3.69761
madrid modern study center,40.41941,-3.70102
Acogedor estudio en el Centro WIFI (4izq),40.41187,-3.69662
XL BED & VERY NICE PURPLE ROOM.,40.42781,-3.61522
Exclusive Apartament in Lavapies,40.40672,-3.69915
CENTER MADRID WI-FI-PARKING 4º,40.41712,-3.67553
MADRID CENTRO - ATTIC WITH TERRACE,40.41697,-3.70505
Cozy and quiet flat near Madrid Rio,40.40846,-3.73169
Santa Ana Classy II- 6 pax- 65 sq.m- 2BR- 1BTHR,40.41464,-3.70134
ALQUILO HABITACIÓN,40.39918,-3.66577
Madrid Apartment Atocha,40.41145,-3.6979
CoV19 Free Sunny Apt. Historic District - Sol,40.41677,-3.70241
APARTMENT 4PAX GRAN VIA CENTRO PUERTA SOL MALASAÑA,40.42057,-3.70579
Cozy one bedroom between Chueca & Malasaña,40.42562,-3.69878
Luxury flat in Madrid center,40.4269,-3.71367
Vintage flat. Feel like home!,40.41119,-3.70075
B&B close to Atocha and Museums,40.40558,-3.69366
FuencarraL flat,40.42545,-3.70078
Cozy flat with views to Real Palace,40.41489,-3.71794
Ático con terraza en pleno centro,40.42498,-3.70893
Nice Penthouse in city center,40.4124,-3.71344
APARTAMENTO LOFT 2 EN BARRIO SALAMANCA,40.42409,-3.6671
APARTAMENTO EN BARRIO SALAMANCA,40.42264,-3.6667
Estudio luminoso en Malasaña,40.42809,-3.70396
2 Bedrooms Apartment PlazaCastilla,40.46969,-3.69092
Room with balcony in the center,40.41142,-3.70903
Precioso Apart centro malasana  Centre,40.42779,-3.70244
El Viso Smart,40.43981,-3.68089
Single bedroom and 2 sofa beds,40.43604,-3.70037
Beautiful loft 80m2 ONLY FOR FILMING NOT SLEEPING.,40.41106,-3.71315
OFERTA SEMANA SANTA 70€ Loft centro Madrid jacuzzi,40.40819,-3.69989
Apartamento-Duplex 70m2,40.42849,-3.70446
Appartment Chamberi,40.43757,-3.71334
Pro desinfecti  newly decor.Chuecasheart. Patio.,40.4204,-3.69744
"Quiet- Calm- ""0"" noise",40.42139,-3.70354
Beautiful apt @Old Town and Royal Palace,40.41186,-3.71354
Habitación tranquila con luz en Malasaña,40.4282,-3.7040
Private room in city center,40.41029,-3.69903
Wonderful room in center.Kio Towers,40.47055,-3.69137
Downtown historic- NEW IN ARBNB!,40.41661,-3.70548
Downtown Madrid- NEW IN AIRBNB,40.41648,-3.70482
Habitación en Martinez Campos,40.4346,-3.69136
APARTAMENTO centro de Madrid- WIFI,40.43068,-3.7008
COZY APARTMENT EXCELLENT LOCATION,40.43951,-3.6993
Ático con TERRAZA en calle Atocha- con ascensor,40.4116,-3.69666
ÁTICO con TERRAZA en calle ATOCHA- con ascensor,40.4120,-3.69681
Quiet and Conmfortable Room in Malasaña,40.42755,-3.70255
SPRINGTIME LOVELY ATTIC CHUECA MALASAÑA CITY HEART,40.42333,-3.69957
Apartment Lavapies- Center Madrid,40.40884,-3.69802
Bohemian 2bedroom attic in Lavapies,40.40805,-3.70113
APARTMENT 5PAX CENTRO GRAN VIA PUERTA SOL MALASAÑA,40.42483,-3.70843
Lovely flat Madrid city center,40.41134,-3.70203
HABITACIÓN EN EL CENTRO- CAMA MATRIMONIO,40.41143,-3.70912
Modern Apto. 1 bedroom Centro WIFI,40.42625,-3.70428
City Center-Rastro-Latina,40.40775,-3.7059
Stunning 1 bedroom flat in Chueca,40.42009,-3.69636
DOWNTOWN APARTMENT-ATOCHA STATION,40.40395,-3.69327
Modern Flats in Justicia by Allô Housing,40.42242,-3.69323
"Natty apartment in ""Zona Palacio""",40.42198,-3.70901
Estupenda habitación en Malasaña,40.42705,-3.70162
Cozy double bed room - Central Madrid,40.41072,-3.69903
Single Room . Outside bathroom,40.40441,-3.70095
Historic center - Cava Baja,40.41368,-3.70963
El Limonero de Las Letras ? ? ?,40.4128,-3.69456
ESTUDIO CON PISCINA BARRIO SALAMANCA/STUDIO POOL,40.43038,-3.67337
Habitación/Suite 1 Madrid Center,40.42333,-3.7066
2 bellas hab. para 3 o 4  en la Sierra de Madrid,40.56274,-3.86391
Habitación doble con baño my amplia. Hay escaleras,40.48909,-3.72331
Real Madrid living 1913,40.4485,-3.69919
Cozy flat at El Rastro- La Latina,40.41047,-3.7089
CENTER- sunny with balconies.PERFECT LOCATION,40.42355,-3.70271
Terrace in downtown,40.42636,-3.70458
ATOCHA*4PAX*WIFI*REINASOFIA*OPTIONAL PARKING,40.40477,-3.69128
ATOCHA*6PAX*2ROOMS*WIFI*OPTIONAL PARKING *,40.40546,-3.6901
Pro desinfection. CosyRoom with private bathroom.,40.46919,-3.7249
1119,40.42484,-3.70708
302 Gran Via - Malasaña,40.42321,-3.70572
Madrid Apartment Príncipe,40.41568,-3.69931
Ático con terraza de 35 m2 Malasaña,40.42787,-3.69966
Stunning Apartment in Sol,40.41559,-3.70314
Double Rooms in Plaza de España,40.42186,-3.71223
Stunning Apartment in Sol 2,40.41559,-3.70314
Cozy room in a modern flat in ATOCHA*RETIRO area,40.40549,-3.68245
ATOCHA Sol-1 bedroom apart- WIFI-AC,40.41339,-3.70448
Lovely 3Bed w/Balcony in Madrid City Center,40.4229,-3.70029
Great apartment downtown & FREE PARKING SPACE :^),40.43681,-3.67533
Estudio en Lavapies/loft in the center of madrid,40.40663,-3.69844
The Hat Madrid-Compartida 10 pers 2,40.41311,-3.70621
502 Gran Vía - Malasaña,40.42314,-3.70683
501,40.42325,-3.7057
precioso duplex con terraza Madrid.,40.41156,-3.72714
CENTRO MADRID WIFI+PARKING RETIRO/GOYA,40.42652,-3.67776
CENTER MADRID  BALCONY+WIFI 8F,40.41712,-3.67694
Habitación  en el centro de Madrid,40.41116,-3.69885
Doble room with private bathroom,40.45367,-3.71058
Room for Rent in Diego de Leon station,40.43471,-3.67388
DOWNTOWN Pl.-Mayor-ATTIC-Buhardilla-Wifi-Parking,40.41387,-3.70783
GRAN VIA MOON: LUJO A TU ALCANCE,40.42239,-3.70626
GRAN VIA STAR: TU CASA ESTELAR.,40.42239,-3.70626
GRAN VIA PLANET: IDEAL PARA PAREJAS,40.42239,-3.70626
GRAN VIA SKY: DE MADRID AL CIELO,40.42239,-3.70626
GRAN VÍA COSMOS: IDEAL GRUPOS!!,40.42239,-3.70626
GRAN VIA LA CASA DE LUNA,40.42239,-3.70626
402 Gran Via - Malasaña,40.42306,-3.7052
APARTAMENTO ATICO LEGAZPI,40.39418,-3.69561
Apto 3 Madrid center- Chueca,40.42085,-3.70106
Lovely Apartment in Malasaña 2,40.42529,-3.70588
Excelent location to visit Madrid,40.41172,-3.69552
Quiet 2 bedrooms- 5 min. Palace- WIFI & Heating,40.41224,-3.7135
Apartamento - Zona centro,40.40765,-3.70174
Moderno apartamento en La Latina,40.40718,-3.70706
"""De Madrid al cielo"" Wifi",40.48025,-3.68282
Quiet attic in La Latina,40.40921,-3.71146
Habitación en el Centro de Madrid con baño propio,40.42469,-3.70249
Great room in the center of Madrid,40.42042,-3.70094
Habitación en Plaza de España,40.42729,-3.7148
Great room in the center of Madrid,40.42074,-3.7007
Piso Gran vía/Apartment in Gran vía,40.4220,-3.70498
LA LATINA- LIVE AND EXPERIENCE- AC ALL FLAT,40.41026,-3.70907
APARTMENT 4PAX GRAN VIA CENTRO PUERTA SOL MALASAÑA,40.42089,-3.70539
Habitación con baño- internet y TV,40.4570,-3.71174
CASA REINA VICTORIA RELAXING IN THE CITY CENTRE.,40.44739,-3.71322
Apartamento de lujo para larga estancia,40.45464,-3.71235
Malasaña / Madrid,40.42226,-3.70631
Rustic attic flat in Madrid center,40.42924,-3.70837
amplio-luminoso piso centro madrid.,40.40957,-3.69389
Ático con terraza Reina Sofia,40.41097,-3.69872
Habitación Grande en Zona Centro,40.42847,-3.70693
Excellent location - Huertas- Prado,40.41163,-3.69629
Malasaña Classy- 6 p- 2 BR- 1 BTHR- 70 sq.m- patio,40.4267,-3.70226
Sundial street next to Palace,40.42206,-3.71041
Private room in centre of Madrid,40.41163,-3.69629
Centro Madrid  Olivar- con Encanto,40.41076,-3.70224
Habitación tranquila y luminosa,40.45317,-3.70383
Classy and Historic *2Bed/1Bath*,40.41196,-3.69778
APARTMENT 6PAX 4HB GRAN VIA CENTRO PUERTA DE SOL,40.42204,-3.70694
Alquiler Estudio Nuevo Madrid,40.41144,-3.69844
APARMENT 4PAX GRAN VIA CENTRO PUERTA SOL MALASAÑA,40.42056,-3.70708
Apartamento 43 Sol y plaza Mayor,40.41673,-3.70458
Habitación acogedora en la mejor zona de Madrid,40.43076,-3.72025
Singular y luminoso apartamento rústico en el corazón de La Latina,40.40907,-3.70587
City Center with Terrace. Gran Vía.,40.41995,-3.7005
Hab. de Matrimonio -Palacio Real,40.41675,-3.71023
PUERTA DEL SOL-DISEÑO-LUJO-NUEVO,40.41721,-3.70597
PUERTA DEL SOL-TIRSO DE MOLINA-1 BR-4 PAX-50 M2,40.41228,-3.70417
Nice Room in Madrid City Center,40.41029,-3.69913
Habitación  DOBLE/INDIVIDUAL tranquila y céntrica,40.39904,-3.69987
