id;name;host_id;host_since;host_response_time;host_acceptance_rate;host_is_superhost;host_listings_count;host_identity_verified
4036586;BEAUTIFUL ROOM IN THECENTER MADRID;16859206;16/06/2014;within a few hours;100;0;7;1
4038339;Habitación privada en lindo ático;20936304;04/09/2014;Sin definir;100;1;1;1
4055217;Piso de 100m2 en corazón de Madrid;21014080;06/09/2014;Sin definir;0;0;1;1
4067702;PUERTA DEL SOL-TIRSO DE MOLINA-3 BR-8 PAX-100 M2;2242135;28/04/2012;within an hour;100;1;4;1
4068034;Room Mate Madrid - Luxury living in Madrid center, 3GB | CLASSIC ROOM;547389;30/04/2011;within a day;29;0;12;1
4075286;Beautiful and cosy Room//Madrid Centre//WIFI;8986611;22/09/2013;within an hour;100;0;3;1
4082994;CÉNTRICA y amplia habitación DOBLE/INDIVIDUAL;16579334;09/06/2014;Sin definir;0;0;3;1
4083002;DOBLE/INDIVIDUAL TRANQUILA Y CENTRICA;16579334;09/06/2014;Sin definir;0;0;3;1
4087837;Live like a local in spacious Madrid flat;16225393;01/06/2014;within an hour;0;1;2;1
4089145;Habitación individual en Pinar de Chamartin;12090537;09/02/2014;within a few hours;80;0;9;1
4096947;Living and teleworking in central Madrid;19085483;29/07/2014;within an hour;100;0;1;1
4109879;PLZMAYOR/2BDROOM/SAME BUT DIFFERENT;20907323;03/09/2014;within a few hours;79;1;5;1
4110229;BEST LOCATION! SUNNY FLAT IN MADRID CITY CENTER.;21324816;14/09/2014;within a day;100;0;1;1
4114571;SOL/ATOCHA Estacion de Tren.Madrid centro;20573345;26/08/2014;Sin definir;0;0;2;1
4116013;Precioso loft de diseño para dos personas;17642420;04/07/2014;within an hour;50;1;1;1
4117328;Apartamento  55 Sol/ Plaza Mayor;2444553;23/05/2012;Sin definir;0;0;5;1
4117344;Apartamento Puerta del Sol (ID 61);2444553;23/05/2012;Sin definir;0;0;5;1
4118892;1dorm Madrid centro;20907323;03/09/2014;within a few hours;79;1;5;1
4131994;habitacion tranquila bien comunicad;4132185;12/11/2012;within a day;60;0;2;1
4132363;Cosy stylish studio;21318566;14/09/2014;within an hour;99;1;2;1
4135905;Single Room in Madrid City Centre;21456110;17/09/2014;Sin definir;0;1;1;1
4153513;A Gay-friendly place never imagined;13643859;28/03/2014;within an hour;56;1;2;1
4154794;Ubicación perfecta en Goya;9350319;10/10/2013;within an hour;100;1;3;1
4155781;Acogedor apartamento en Madrid;9792381;03/11/2013;Sin definir;0;0;1;1
4160649;Apartamento luminoso cerca Gran Via;7041630;21/06/2013;within a few hours;75;0;2;1
4161286;Fabuloso apto 70m2 junto al Retiro;12199712;13/02/2014;Sin definir;0;0;1;1
4162483;AIRPORT-IFEMA Good CITY CENTER conection;15784616;20/05/2014;Sin definir;100;0;3;1
4176704;Quiet and cozy, just 8 minutes from Sol;5239042;26/02/2013;within an hour;100;0;20;1
4176994;Bright and cozy, just 8 minutes from Sol;5239042;26/02/2013;within an hour;100;0;20;1
4181790;Lovely loft with terrace and pool;21694316;23/09/2014;within a few hours;0;1;3;1
4182457;COZY APARTMENT IN CITY CENTER;2036230;30/03/2012;Sin definir;0;0;1;1
4189593;Central, comfortable and beautiful apartment;8321213;22/08/2013;within an hour;99;1;16;1
4189810;Attractive big-room in Madrid :D;16990153;19/06/2014;within an hour;40;0;2;0
4193005;HAPPY & LOVING TERRACE · CENTER;4672394;12/01/2013;Sin definir;0;0;1;0
4202733;Avda America/Cartagena (8);16509221;07/06/2014;a few days or more;0;0;4;1
4216775;charming & cozy, large BR for 2/3 Historic Center;21792828;26/09/2014;within a few hours;80;0;2;1
4230273;Nice & Big Flat well located/Palace/Historic City;21792828;26/09/2014;within a few hours;80;0;2;1
4232982;Bain de lumière et excelente vue;21965811;30/09/2014;Sin definir;0;0;1;1
4241259;great loc. 100m2 centric sunny apt.;15296672;09/05/2014;Sin definir;0;0;1;1
4263173;Habitación con office y baño privado en  Moncloa;20310728;20/08/2014;within a few hours;0;1;1;0
4265459;WIFI B&B ,2 Beds Low Budgets, Center,Awesome.;3591751;17/09/2012;within a few hours;80;0;2;1
4265472;Wifi , B&B 2 Camas ,Centro, PRIVACY;3591751;17/09/2012;within a few hours;80;0;2;1
4266974;Apart Milla de Oro Barrio Salamanca;9392971;13/10/2013;within an hour;100;1;7;1
4276735;Madrid centro: 4 habitaciones.;12957874;09/03/2014;within an hour;100;1;1;1
4290526;Among trees in the city;22273662;08/10/2014;Sin definir;0;0;1;1
4295344;Estudio Ideal en el Corazón del Arte (2do D);12027564;07/02/2014;within an hour;100;1;8;1
4300491;Single bedroom;22324342;09/10/2014;Sin definir;0;0;1;1
4302977;Discover Sol y Gran Vía in our studio;8276432;20/08/2013;within an hour;100;0;21;1
4309709;A place you never imagined :);13643859;28/03/2014;within an hour;56;1;2;1
4309902;Centro Madrid  -Sol 2;2711109;22/06/2012;within an hour;100;0;7;1
4309941;Habitación en suite en barrio de las Letras;16050504;27/05/2014;Sin definir;0;0;1;1
4315001;Comfortable rooms Madrid Centro.;3329487;21/08/2012;within an hour;0;0;2;1
4316495;Apartamento en centro histórico de Madrid;2991925;19/07/2012;within a day;69;1;3;1
4327320;*** Malasaña BIG ROOM  B&B ***;499977;11/04/2011;within an hour;100;1;4;1
4327734;Malasaña district center Madrid;7236110;02/07/2013;Sin definir;0;0;1;0
4337324;Lovely doble room (bathroom and air conditioner);8405202;26/08/2013;within a few hours;0;1;2;1
4338303;Morden flat in center ( Retiro park );9323145;09/10/2013;Sin definir;0;0;1;1
4340187;Park River Condo;22529933;14/10/2014;within a few hours;80;1;2;1
4342918;habitacion Madrid Centro.Retiro;22097186;03/10/2014;Sin definir;0;0;1;1
4347246;Confort en pleno centro;22567019;15/10/2014;within a day;80;0;3;1
4350788;Flat 3 Rooms Center of Madrid;22584451;15/10/2014;within a day;0;0;2;1
4361146;Cozy room near Airport and IFEMA;22638646;17/10/2014;Sin definir;0;1;2;1
4367064;Bed and breakfast;22670177;18/10/2014;within an hour;100;0;2;1
4368745;alquila  habitación;22642656;17/10/2014;within a few hours;0;0;7;1
4376685;Nice apartment, Madrid,Arturo Soria;22722667;19/10/2014;within a few hours;100;0;1;0
4383859;Central Location Newly Renovated Apt Next to Metro;22679983;18/10/2014;within an hour;96;1;6;1
4394265;Madrid Apartamento centro - piscina;22810805;21/10/2014;Sin definir;0;0;1;0
4394370;PO1 room for two + WIFI;22374109;10/10/2014;within an hour;100;0;13;1
4394882;PO2 2 singles Beds in Madrid + WIFI;22374109;10/10/2014;within an hour;100;0;13;1
4398316;Cómoda habitacion;22832688;22/10/2014;Sin definir;0;0;1;0
4403346;Loft apartment in Madrid;4023064;31/10/2012;within an hour;97;1;10;1
4403428;Room whit invividual bathroom in Madrid.;7879190;01/08/2013;within an hour;75;1;2;1
4405828;Preciados - Madrid Center 3 Bedrooms;22321820;09/10/2014;within a few hours;92;0;19;1
4407551;PO1 room for two + WIFI;22374109;10/10/2014;within an hour;100;0;13;1
4411068;MADRID WITH NO NOISE;3219367;10/08/2012;Sin definir;0;0;1;1
4413759;Precioso apartamento totalmente reformado;8663665;06/09/2013;Sin definir;0;0;1;1
4418512;Sunny room in a 2bathroom loft;3438657;01/09/2012;Sin definir;0;0;2;1
4421901;Tu Casa en el Corazon de Madrid (1er D);12027564;07/02/2014;within an hour;100;1;8;1
4433188;Double room in an apt. with views;2486967;28/05/2012;within an hour;0;0;2;0
4444590;Piso en VENTAS. Plena C/Alcalá. 15 min. del centro;11369846;16/01/2014;within a day;63;0;2;1
4447697;Alquilo Habitación;23081948;28/10/2014;Sin definir;0;0;1;0
4468550;Madrid Centro barrio Salamanca flat;6722806;03/06/2013;Sin definir;0;0;2;1
4473361;Apartamento moderno en a 5 min. Museo Reina Sofia;9243583;05/10/2013;within an hour;100;0;3;1
4483457;Bonito apartamento muy luminoso.;23262474;02/11/2014;Sin definir;0;0;2;1
4491361;La Latina apartment Centre Madrid;23298612;03/11/2014;within a day;100;1;1;1
4491501;Studio in the heart of Madrid;23004820;26/10/2014;Sin definir;0;0;1;1
4496392;Apart T Gran Via-Palacio Real, fully equipped!;4839888;25/01/2013;within an hour;98;1;11;1
4514916;Habitación en barrio Arguelles / Room in Arguelles;1693976;01/12/1999;Sin definir;0;0;-99;0
4518901;Estudio en Plaza Santo Domingo;7953481;05/08/2013;within a few hours;96;1;3;1
4523822;Apartment Loft. Milla Oro;23452445;07/11/2014;within an hour;92;1;3;1
4544440;Bonito ático muy luminoso Aravaca.;23563401;10/11/2014;within a few hours;100;0;2;1
4562003;Double room in La Latina.;23649429;12/11/2014;within a day;43;0;3;1
4573540;Habitación individual en Lavapiés;23707222;13/11/2014;Sin definir;0;1;1;1
4575181;Apartment 2 bedrooms for 6 people. Madrid Center;23715618;13/11/2014;a few days or more;100;0;5;1
4577504;*Cozy flat in Malasaña | smart working office;23729465;01/12/1999;Sin definir;0;0;-99;0
4592672;DESIGNED APARTMENT OLIVAR;23734195;14/11/2014;within a day;50;0;4;1
4595967;Cozy with a terrace, in the heart of Madrid;5239042;26/02/2013;within an hour;100;0;20;1
4596183;Bright and comfortable, in the heart of Madrid;5239042;26/02/2013;within an hour;100;0;20;1
4596225;Sun bathed and cozy,  just 8 minutes from Sol;5239042;26/02/2013;within an hour;100;0;20;1
4596254;Spacious and confortable, in the heart of Madrid;5239042;26/02/2013;within an hour;100;0;20;1
4596316;Modern and quiet, just 8 minutes from Sol;5239042;26/02/2013;within an hour;100;0;20;1
4600543;Beautiful, bohemian large apartment in La Latina!;23844357;17/11/2014;Sin definir;0;0;1;1
4602864;Apartamento exterior Centro Madrid;7953481;05/08/2013;within a few hours;96;1;3;1
4604059;APARTAMENTO ZONA CENTRO;23858258;17/11/2014;Sin definir;0;0;1;0
4604168;Room in Madrid;23858815;17/11/2014;Sin definir;0;0;1;0
4604854;Habitación doble;16255963;01/06/2014;within an hour;0;1;3;0
4605519;Cosy appartment at Barrio Letras;23865045;17/11/2014;Sin definir;0;0;1;1
4634016;Loft appartment in Madrid downtown;2980994;18/07/2012;Sin definir;0;0;1;1
4634057;CHARMING CHUECA STUDIO Gravina Street;927713;05/08/2011;within a day;84;1;7;1
4634466;SPACIOUS central CHUECA w/3 BALCONIES Gravina St.;927713;05/08/2011;within a day;84;1;7;1
4640885;sunny appartment 50m...nice views;11156525;09/01/2014;Sin definir;0;0;1;1
4649686;Private doble bed room in Chamberí;10574763;11/12/2013;Sin definir;0;0;2;1
4652573;Habitación individual en Chamberí;10574763;11/12/2013;Sin definir;0;0;2;1
4655244;"Spacious apartment at ""SOL""";5012713;08/02/2013;within a few hours;100;0;7;1
4656142;Sunny and spacious  room;24099435;24/11/2014;within an hour;100;0;4;1
4659079;Zonnige flat met terras & airco in centrum Chueca;24110557;24/11/2014;Sin definir;0;1;1;1
4659214;Sunny and spacious double room;24099435;24/11/2014;within an hour;100;0;4;1
4659571;Single room in La Latina.;23649429;12/11/2014;within a day;43;0;3;1
4664979;Lovely bedroom 15 min to city center.;13827688;02/04/2014;Sin definir;100;0;3;1
4675111;LA LATINA, 3 ROOMS, 2 BATHS, AC;5500409;17/03/2013;within an hour;100;1;31;1
4675684;Amazing equiped apartment 2 rooms;12317432;17/02/2014;Sin definir;0;0;1;1
4677274;Large central room with double bed and  balcony.;3524291;10/09/2012;within an hour;89;0;9;1
4677276;Central huge room with double bed and balcony.;3524291;10/09/2012;within an hour;89;0;9;1
4677501;Charming Attic Apartment in Center Madrid;17568568;02/07/2014;Sin definir;0;0;1;1
4677743;Central room with double bed and two windows.;3524291;10/09/2012;within an hour;89;0;9;1
4679716;85m2, Frente al WITHINK. Desinfección con Ozono;24200746;26/11/2014;within a day;0;0;1;1
4682678;Apartament for 4 in Madrid;23931410;19/11/2014;within a few hours;53;0;2;1
4683787;En el corazón de Madrid;24219783;27/11/2014;Sin definir;0;0;1;1
4684786;Habitación  / Room;24204736;26/11/2014;Sin definir;0;0;1;0
4686287;Comfortable room full of light;844212;20/07/2011;Sin definir;0;0;2;0
4686295;Interior private room (bicycle available!);844212;20/07/2011;Sin definir;0;0;2;0
4687759;•OVER LOOKING PLAZA MAYOR DELUXE STUDIO• 2/4 PAX;13569734;26/03/2014;within an hour;94;1;5;1
4693155;Modern and bright 55m2 studio ideal for 2;9228673;04/10/2013;within an hour;100;0;60;1
4703720;Great Home and  Views in Tirso de Molina;24314174;01/12/1999;Sin definir;0;0;-99;0
4705006;QUEVEDO - BILBAO;17613777;03/07/2014;Sin definir;0;0;1;1
4708827;Apartamento 1 dormitorio c. terraza;20203062;18/08/2014;within a day;38;0;1;1
4711892;camera centro Madrid;24350871;01/12/2014;Sin definir;0;0;1;0
4714001;House with patio in Madrid / Retiro;20760546;31/08/2014;Sin definir;0;0;1;1
4716699;Super cool apartment in Madrid;2948490;15/07/2012;Sin definir;0;0;1;1
4718091;Studio in central Madrid;24373623;01/12/2014;within a few hours;0;1;1;1
4718699;Cozy apt in central Madrid, bohemian zone.;24377074;01/12/2014;within an hour;100;0;4;1
4718925;Habitación privada junto  Atocha O;9193333;02/10/2013;within an hour;92;0;5;1
4722533;FANTASTIC ROOM IN CENTER;24393367;02/12/2014;Sin definir;0;0;1;0
4723540;Habitación corazón de Malasaña;24396830;02/12/2014;Sin definir;0;0;0;1
4725879;LA LATINA.Private room. El Rastro,Bares&Tapas. A/C;15208964;07/05/2014;within an hour;94;1;5;1
4728228;Ático céntrico con gran terraza;24416580;02/12/2014;Sin definir;0;0;1;1
4728237;Habitación privada junto a Atocha G;9193333;02/10/2013;within an hour;92;0;5;1
4728260;SPECTACULAR LOFT OF THREE FLOORS;8901422;17/09/2013;within a few hours;91;0;2;1
4729298;Habitación privada  Atocha P;9193333;02/10/2013;within an hour;92;0;5;1
4729363;Habitación con baño privado. Atocha;9193333;02/10/2013;within an hour;92;0;5;1
4731001;Matadero Lovers;24430633;03/12/2014;within an hour;75;0;1;1
4735412;COOL APARTAMENTO//LA LATINA;24447963;03/12/2014;within a day;0;0;1;1
4740591;FEEL LIKE HOME IN CENTER OF MADRID;24472241;04/12/2014;Sin definir;0;0;1;1
4751019;Gran Apartamento Las Letras-Atocha;9285245;07/10/2013;within a few hours;0;0;4;1
4754971;Great, big room near Retiro for 2!;24247550;28/11/2014;Sin definir;0;0;1;0
4755562;Loft studio in the center;24540348;06/12/2014;Sin definir;0;0;1;1
4780178;Share Madrid with MadrileÑos;24649353;09/12/2014;Sin definir;0;1;1;1
4789460;Estudio centro, Sol, gran% , piscina;24687655;10/12/2014;within a day;89;1;1;1
4798571;Villanueva Apartment II;596469;17/05/2011;within an hour;97;0;32;1
4799714;Arturo Soria/Parque San Juan Bautis;16509221;07/06/2014;a few days or more;0;0;4;1
4799940;Buhardilla-Proximo IE y Hospital Princesa;2347015;11/05/2012;within a day;100;1;2;1
4812872;Bright, Cozy and downtown;24787953;13/12/2014;Sin definir;0;0;1;0
4815680;cozy apartment in garden area;20033541;14/08/2014;Sin definir;0;0;3;1
4818802;Individual o Compartir estudiantes- Sólo chicas;24816299;14/12/2014;a few days or more;0;0;2;1
4819958;ATOCHA-Light, comfort and calmness;4615520;07/01/2013;within an hour;95;1;25;1
4822192;Esplendida habitación en Retiro ( Htal.G.Marañón);24831506;14/12/2014;a few days or more;100;0;4;1
4854921;Apartment next to Plaza Mayor;24975550;18/12/2014;within a day;100;0;1;0
4857495;Madrid Rent 1;14573633;01/12/1999;Sin definir;0;0;-99;0
4876909;Ático singular, Chamartín;25088891;22/12/2014;within a few hours;70;0;1;1
4877814;Sunny double room&private bath. Amazing view;25093467;22/12/2014;within an hour;100;0;1;1
4879291;Lovely flat In Madrid;5704937;01/12/1999;Sin definir;0;0;-99;0
4890957;Room in shared apartment;25164639;24/12/2014;Sin definir;0;1;1;0
4891262;DELUXE LOFT BY THE PRADO MUSEUM;2864064;08/07/2012;within an hour;99;1;14;1
4905237;Modern Room/Private bathroom in Flat RETIRO-ATOCHA;15132401;05/05/2014;within a few hours;73;0;3;1
4906204;APARTAMENTO EN DISTRITO SALAMANCA;14968320;01/12/1999;Sin definir;0;0;-99;0
4924859;Lovely room, spacious & lots of light;8346894;23/08/2013;Sin definir;0;0;0;0
4936409;Alojamiento económico Retiro-Centro;25434664;31/12/2014;within a few hours;50;0;1;1
4946553;habitación con cama grande;25495086;02/01/2015;Sin definir;0;0;1;0
4947004;Quiet flat- Gran Vía/Callao;12698367;01/03/2014;within an hour;75;1;4;1
4949149;Design penthouse with huge terrace;2620608;12/06/2012;Sin definir;0;0;1;1
4952788;Habitación cama doble con balcón;25395270;30/12/2014;Sin definir;0;0;1;0
4963162;STUDIO cosy IFEMA aeropuerto LICEO metro 5 mn;24548032;01/12/1999;Sin definir;0;0;-99;0
4967324;Sunny terrace in the center.;3211214;09/08/2012;within a few hours;0;0;0;1
4969560;Penthouse with terrace in Chamberi;25620553;05/01/2015;Sin definir;0;0;1;1
4973451;Apto a estrenar prox a Plaza Mayor;18794911;24/07/2014;within a day;100;1;3;1
4994724;Near NUEVOS MINISTERIOS;17688059;05/07/2014;within a few hours;0;1;0;0
5004249;Amazing Bright Duplex/ Duplex luminoso con jardin;5238691;26/02/2013;within a few hours;80;1;2;1
5009543;2 bedroom apartment in Malasaña;3960473;24/10/2012;Sin definir;0;0;2;1
5012393;Bonito apto. junto al Reina Sofía;16272328;02/06/2014;within an hour;67;0;2;1
5026978;MADRID ZENTRUM NICE APARTMENT.;25944209;11/01/2015;within an hour;100;0;2;1
5039601;Cute Studio in center town;7980621;06/08/2013;Sin definir;0;0;1;1
5053342;Palacio Apartment - Terra Homes;24439322;03/12/2014;within a day;89;0;0;1
5062060;Nice studio La Latina;1130651;08/09/2011;within a few hours;100;0;8;1
5062841;BONITO APARTAMENTO EN MADRID + PARKING + WIFI + AC;23774906;01/12/1999;Sin definir;0;0;-99;0
5063329;Habitación doble en zona Delicias;26147086;15/01/2015;Sin definir;100;1;1;1
5063931;Apartamento nº 4  Puerta del Sol;6980058;18/06/2013;within a day;100;0;1;1
5072820;Apartamento recién reformado zona Madrid Río 6PAX;3540348;11/09/2012;within an hour;100;1;10;1
5083805;Amplia casa en Princesa, Moncloa;26258421;17/01/2015;Sin definir;0;0;1;1
5102106;Great atmosphere in Moncloa;1727135;09/02/2012;Sin definir;0;0;1;1
5105110;Habitación doble gran terraza wifi;21487243;18/09/2014;Sin definir;0;0;1;1
5105790;apartment in central madrid;26382322;19/01/2015;Sin definir;0;0;1;0
5109496;Madrid -centro Santa ana- 1;2711109;22/06/2012;within an hour;100;0;7;1
5109767;Centro. Atocha;26402947;20/01/2015;Sin definir;0;0;1;1
5129219;Apartment in Plaza de Callao;26515719;22/01/2015;within an hour;0;0;1;1
5155124;SPECTACULAR ATTIC WITH THE BEST LOCATION IN CITY;26659524;25/01/2015;Sin definir;0;0;1;1
5155333;Madrid Center, Wifi(RETIRO IBIZA);2521612;01/06/2012;Sin definir;100;1;2;0
5159105;Madrid a toda Luz. Barrio de las Letras;740087;24/06/2011;Sin definir;100;0;9;1
5159286;Bright, Charming, Private apt-4pax!;17378912;28/06/2014;Sin definir;0;1;3;1
5170774;ATOCHA Sol,1 bedroom apt, WIFI,AC;785052;06/07/2011;a few days or more;0;0;6;1
5170938;Live and enjoy in the heart of madrid;8321213;22/08/2013;within an hour;99;1;16;1
5171377;ATOCHA Sol,1 bedroom su,WIFI,AC;785052;06/07/2011;a few days or more;0;0;6;1
5177584;Hab  Madrid centr Sol,Opera,Tirso M;26780049;27/01/2015;within a few hours;100;0;2;1
5177966;Al lado Plaza Mayor, Sol, Opera;26780049;27/01/2015;within a few hours;100;0;2;1
5181841;Plaza de Castilla con garaje.;4831338;24/01/2013;Sin definir;0;1;2;1
5193530;ATICO DUPLEX CENTRO;26861305;28/01/2015;Sin definir;0;1;1;0
5197442;Á;3193467;08/08/2012;Sin definir;0;0;1;1
5200212;Discover the secrets of Madrid;11424503;18/01/2014;Sin definir;0;0;1;1
5206353;Estudio en Madrid Centro con Wifi;17556638;02/07/2014;within an hour;99;0;7;1
5210987;Single room in Castellana/Chamartin;2563986;06/06/2012;within an hour;100;0;4;1
5215853;Spacious 2 BR, Madrid Chueca;23218041;01/11/2014;within an hour;67;0;2;1
5232887;Apartment in area Gran Via, Callao;27082620;01/12/1999;Sin definir;0;0;-99;0
5240343;Piso amplio y luminoso en Malasaña.;27120424;02/02/2015;within an hour;0;1;1;1
5241415;En pleno centro de Madrid;27126338;02/02/2015;Sin definir;0;0;1;1
5247899;Preciosa habitacion con baño .;24405391;02/12/2014;within an hour;100;1;5;1
5255311;Duplex con terraza y mucho encanto!;19521285;05/08/2014;Sin definir;0;0;1;1
5260429;Habitacion doble Centro Atocha privada.;12381498;19/02/2014;a few days or more;71;0;11;1
5260595;Habitacion individual Pequeña centrica WIFI;12381498;19/02/2014;a few days or more;71;0;11;1
5264948;APARTMENT IN MADRID CENTER, low cost, wifi (A27I);17443242;30/06/2014;a few days or more;92;0;7;1
5264999;(A27D) ESTUDIO EN MADRID CENTRO, low cost, wifi;17443242;30/06/2014;a few days or more;92;0;7;1
5266480;APARTMENT 4PAX GRAN VIA CENTRO PUERTA SOL MALASAÑA;5542111;20/03/2013;within an hour;100;0;64;1
5278909;MODERN APARTMENT OLIVAR - WIFI +AC;27326529;06/02/2015;within a few hours;15;0;4;0
5278933;Apartamento para grupos;4424222;01/12/1999;Sin definir;0;0;-99;0
5291844;Acogedora y luminosa habitación con balcón;21980082;30/09/2014;within a few hours;0;0;1;1
5292745;Cozy flat in the centre of Madird!;24567489;07/12/2014;Sin definir;0;0;1;1
5307145;La casa de las Mariposas;14156118;11/04/2014;Sin definir;0;0;1;0
5310107;COZY ATTIC WITH PRIVATE TERRACE AT MADRID CENTER;27508261;10/02/2015;within a few hours;88;0;3;1
5312932;Bright and modern, in the heart of Madrid;5239042;26/02/2013;within an hour;100;0;20;1
5313039;Bright and warm, in the heart of Madrid;5239042;26/02/2013;within an hour;100;0;20;1
5313142;Bright and cozy, in the heart of Madrid;5239042;26/02/2013;within an hour;100;0;20;1
5313221;Cozy and confortable, in the hear of Madrid;5239042;26/02/2013;within an hour;100;0;20;1
5313252;Quiet and cozy, in the heart of Madrid;5239042;26/02/2013;within an hour;100;0;20;1
5327846;DIEGO DE LEÓN LOVELY 2 BEDROOM CONDO 4 PAX, WiFi;27607042;11/02/2015;within an hour;92;1;6;1
5330790;Modern & confort ..Malasaña;10024931;15/11/2013;within an hour;100;0;4;1
5334527;Beautiful and bright flat in the heart of Lavapiés;8113793;12/08/2013;within an hour;0;0;2;1
5343327;Piso en Madrid;11751342;29/01/2014;Sin definir;0;0;1;0
5344630;Lovely & Chic oasis in the best of downtown;53526;12/11/2009;within a few hours;79;1;8;1
5350177;Piso Madrid río;27729402;14/02/2015;Sin definir;0;0;1;0
5350676;Luminosa y tranquila hab individual;3360175;24/08/2012;Sin definir;0;0;4;0
5353419;Lovely room in the heart of Madrid;18991468;27/07/2014;Sin definir;0;1;2;1
5357091;Centro Madrid . Santa Ana sol 4;2711109;22/06/2012;within an hour;100;0;7;1
5361601;♡Comfort 2 Bedrooms/2 Bathrooms apt. WiFi & AC;3983613;26/10/2012;within an hour;89;1;6;1
5371540;Penthouse with terrace in Madrid;27844535;16/02/2015;within a few hours;100;1;1;1
5371564;2 bedrm-2Bathrm - Perfect Location-Madrid -Center;22321820;09/10/2014;within a few hours;92;0;19;1
5371668;Cosy Bright Apartment//City Centre;2659070;17/06/2012;within an hour;95;0;2;1
5372333;Céntrico alquiler bajo costo en Madrid;27849067;16/02/2015;Sin definir;0;0;1;0
5373240;Alquilo habitación en Madrid;7474803;14/07/2013;within an hour;0;0;2;1
5379424;Hipster Attic great terrace in sol;18096917;14/07/2014;Sin definir;0;0;1;0
5383331;Apto ideal para negocios y turistas;18008880;12/07/2014;Sin definir;0;0;1;0
5398163;HABITACION INDIVIDUAL CON WIFI;27984641;19/02/2015;Sin definir;0;0;1;1
5401165;APARTAMENTO CHUECA;27326529;06/02/2015;within a few hours;15;0;4;0
5402360;Private Room in Malasaña.;28002035;19/02/2015;within a few hours;0;0;1;1
5403477;Private Room in Malasaña 3' walk from PRIDE;28002035;19/02/2015;within a few hours;0;0;1;1
5417939;Luminosa y acogedora habitación;28085895;21/02/2015;Sin definir;0;0;1;1
5418925;En el corazón de Retiro al lado de WiZink Center;24831506;14/12/2014;a few days or more;100;0;4;1
5419338;Acogedora habitación en Retiro y WiZink Center;24831506;14/12/2014;a few days or more;100;0;4;1
5420660;Habitación doble en centro Madrid;1206817;25/09/2011;Sin definir;0;0;1;1
5422524;Estudio en Chamberi-Castellana-Nuevos Ministerios;28116670;21/02/2015;Sin definir;0;0;1;1
5429605;Acogedor  Estudio exterior/ascensor. Amparito;723539;20/06/2011;within an hour;61;0;9;1
5437526;Buena Comunicación - Habitacion doble;28207769;23/02/2015;Sin definir;100;1;2;0
5440261;Nice&quiet room in a typical Madrid neighborhood;23656496;12/11/2014;Sin definir;75;1;2;1
5448860;Limpio y luminoso apartamento. Aire acondicionado.;26856191;28/01/2015;within a day;60;0;2;1
5449152;Piso de lujo en el centro de Madrid;12870910;06/03/2014;Sin definir;0;0;0;1
5451699;A peaceful spot at city center;28275479;01/12/1999;Sin definir;0;0;-99;0
5454838;Nice bedroom with own  bathroom;28290730;24/02/2015;within a day;0;0;2;1
5457391;Bright and Spacious Double Room;28002035;19/02/2015;within a few hours;0;0;1;1
5458016;Center of Madrid Beautiful Room;16859206;16/06/2014;within a few hours;100;0;7;1
5466021;Apartamento Centro. 3 habitaciones;17521594;01/07/2014;within an hour;86;0;1;1
5479540;CENTRAL ART FLAT 10min PuertadelSol;7850049;31/07/2013;within an hour;100;1;3;1
5484923;Habitación en el centro;28443616;27/02/2015;Sin definir;0;0;1;0
5509143;Piso precioso en pleno centro;28573875;01/03/2015;within a day;0;1;1;1
5510570;DOWNTOWN MADRID COMFY with WIFI  :);28581590;01/12/1999;Sin definir;0;0;-99;0
5511208;REST NEXT TO THE RETIRO`S PARK (NS15);17443242;30/06/2014;a few days or more;92;0;7;1
5511428;LAVAPIÉS CORRALA ART APARTMENT;26346310;19/01/2015;Sin definir;0;0;0;0
5519763;Lucero Madrid;11650026;26/01/2014;within an hour;100;0;9;1
5529302;ATTIC IN LA LATINA. WONDERFUL VIEWS;17155315;23/06/2014;Sin definir;0;0;1;1
5541728;Preciosa habitación en Embajadores;3884805;16/10/2012;Sin definir;0;0;1;1
5544738;APARTMENT 4PAX GRAN VIA CENTRO PUERTA SOL MALASAÑA;5542111;20/03/2013;within an hour;100;0;64;1
5552409;Cosy Oasis in the heart of Madrid;28789095;05/03/2015;within an hour;62;1;1;1
5554860;PISO 4 HABITACIONES MADRID;28800342;05/03/2015;Sin definir;0;0;1;0
5563493;Maravillosa Casa en Barrio Moncloa;28845746;06/03/2015;Sin definir;100;0;1;0
5564461;Nice and cozy Golden Mile of Madrid;361930;25/01/2011;within a few hours;100;0;6;0
5564929;Acogedor apartamento Deluxe;26428861;20/01/2015;within a few hours;0;0;1;1
5567395;Penthouse next  Retiro Park;28863644;06/03/2015;Sin definir;67;0;1;1
5578172;habitacion centrica en madrid;2993477;19/07/2012;Sin definir;0;0;3;1
5584630;Madrid Centre Cozy Chic with Views;28956477;08/03/2015;Sin definir;0;0;1;0
5602310;Center Chamberi Gorgeous studio suite with WiFi/AC;22361249;10/10/2014;within an hour;100;1;4;1
5611639;Charming apartment. Central / modern. Amparo;723539;20/06/2011;within an hour;61;0;9;1
5621189;Más que una habitación !;29138895;11/03/2015;within an hour;100;1;3;1
5630090;AMAZING APARTAMENT LA LATINA- WIFI;26072216;13/01/2015;within a day;0;0;3;1
5630901;Estudio en la zona Malasaña;29182612;11/03/2015;Sin definir;0;0;1;0
